filename,Solve,Parse,Eval,Steps
../smt-lib/AUFLIA/20170829-Rodin/smt3358339224130022115.smt2, 0.705, 7.737, Proofterm: 3.400, 19
../smt-lib/AUFLIA/20170829-Rodin/smt6478567207695430123.smt2, 0.014, 6.156, Proofterm: 6.803, 21
../smt-lib/AUFLIA/20170829-Rodin/smt9110010042268912659.smt2, 0.087, 5.287, Proofterm: 1.382, 12
../smt-lib/AUFLIA/20170829-Rodin/smt5543192445171071427.smt2, 0.053, 2.275, Proofterm: 1.483, 1
../smt-lib/AUFLIA/20170829-Rodin/smt1077199842095303803.smt2, 0.172, 6.140, Proofterm: 10.531, 23
../smt-lib/AUFLIA/20170829-Rodin/smt8260763450980098018.smt2, 0.110, 4.692, Proofterm: 12.285, 23
../smt-lib/AUFLIA/20170829-Rodin/smt1766838214239682033.smt2,0.219,TIMEOUT,TIMEOUT,
../smt-lib/AUFLIA/20170829-Rodin/smt1499901844172292312.smt2, 0.153, 9.489, Proofterm: 10.046, 49
../smt-lib/AUFLIA/20170829-Rodin/smt2106164890711868682.smt2, 0.018, 2.654, Proofterm: 2.588, 11
../smt-lib/AUFLIA/20170829-Rodin/smt3609069323110104597.smt2, 0.027, 7.574, Proofterm: 18.189, 66
../smt-lib/AUFLIA/20170829-Rodin/smt1787580971638306173.smt2, 0.022, 6.475, Proofterm: 2.359, 23
../smt-lib/AUFLIA/20170829-Rodin/smt3302544348447289371.smt2, 0.010, 6.695, Proofterm: 8.289, 25
../smt-lib/AUFLIA/20170829-Rodin/smt9062731442204836486.smt2, 0.047, 4.472, Proofterm: 3.521, 22
../smt-lib/AUFLIA/20170829-Rodin/smt1770291432498889107.smt2, 0.012, 5.892, Proofterm: 5.776, 26
../smt-lib/AUFLIA/20170829-Rodin/smt1298599724314913596.smt2, 0.082, 8.605, Proofterm: 8.064, 27
../smt-lib/AUFLIA/20170829-Rodin/smt1038795333874449350.smt2, 0.027, 1.696, Proofterm: 1.641, 5
../smt-lib/AUFLIA/20170829-Rodin/smt985063849066820630.smt2, 0.044, 7.174, Proofterm: 4.746, 22
../smt-lib/AUFLIA/20170829-Rodin/smt8152635696307671474.smt2,0.265,TIMEOUT,TIMEOUT,
../smt-lib/AUFLIA/20170829-Rodin/smt1461496111557442817.smt2, 0.018, 9.134, Proofterm: 28.844, 93
../smt-lib/AUFLIA/20170829-Rodin/smt6574908483751928884.smt2, 0.017, 2.505, Proofterm: 0.676, 5
../smt-lib/AUFLIA/20170829-Rodin/smt3330397588428739231.smt2, 0.029, 2.748, Proofterm: 3.899, 13
../smt-lib/AUFLIA/20170829-Rodin/smt7221895960080121608.smt2, 0.019, 1.485, Proofterm: 1.607, 4
../smt-lib/AUFLIA/20170829-Rodin/smt6757359518328886513.smt2, 0.087, 5.122, Proofterm: 4.033, 16
../smt-lib/AUFLIA/20170829-Rodin/smt1743836378377715951.smt2, 0.030, 8.590, Proofterm: 37.321, 107
../smt-lib/AUFLIA/20170829-Rodin/smt8052795780714760582.smt2, 0.052, 1.325, Proofterm: 0.656, 2
../smt-lib/AUFLIA/20170829-Rodin/smt7212327629494694976.smt2, 0.028, 2.551, Proofterm: 0.389, 1
../smt-lib/AUFLIA/20170829-Rodin/smt9186136135793428958.smt2, 0.015, 10.208, Proofterm: 25.198, 74
../smt-lib/AUFLIA/20170829-Rodin/smt5381937888265900587.smt2, 0.132, 3.886, Proofterm: 5.564, 13
../smt-lib/AUFLIA/20170829-Rodin/smt6733423140625081599.smt2, 0.041, 2.267, Proofterm: 0.180, 1
../smt-lib/AUFLIA/20170829-Rodin/smt1509844919497134440.smt2, 0.027, 7.354, Proofterm: 8.749, 40
../smt-lib/AUFLIA/20170829-Rodin/smt4722826537684833469.smt2, 0.103, 4.101, Proofterm: 4.525, 20
../smt-lib/AUFLIA/20170829-Rodin/smt9196392296924367057.smt2, 0.173, 2.139, Proofterm: 2.516, 9
../smt-lib/AUFLIA/20170829-Rodin/smt1687255336582796760.smt2, 0.017, 1.356, Proofterm: 0.527, 1
../smt-lib/AUFLIA/20170829-Rodin/smt5989328590651999003.smt2, 0.017, 5.698, Proofterm: 5.905, 27
../smt-lib/AUFLIA/20170829-Rodin/smt2556614834197442282.smt2, 0.021, 1.539, Proofterm: 0.067, 1
../smt-lib/AUFLIA/20170829-Rodin/smt1643313206004053741.smt2, 0.092, 2.183, Proofterm: 0.185, 1
../smt-lib/AUFLIA/20170829-Rodin/smt7779327560474263241.smt2, 0.180, 7.055, Proofterm: 7.006, 17
../smt-lib/AUFLIA/20170829-Rodin/smt7872681817272281441.smt2, 0.031, 4.724, Proofterm: 5.058, 17
../smt-lib/AUFLIA/20170829-Rodin/smt1391482220388803053.smt2, 0.197, 7.545, Proofterm: 17.221, 49
../smt-lib/AUFLIA/20170829-Rodin/smt7651958447431598462.smt2, 0.089, 10.964, Proofterm: 23.433, 42
../smt-lib/AUFLIA/20170829-Rodin/smt1220722083703635536.smt2, 0.015, 3.906, Proofterm: 13.151, 31
../smt-lib/AUFLIA/20170829-Rodin/smt5156369253670484861.smt2, 0.059, 9.453, Proofterm: 13.372, 46
../smt-lib/AUFLIA/20170829-Rodin/smt7202708459905142012.smt2, 0.045, 8.686, Proofterm: 14.352, 84
../smt-lib/AUFLIA/20170829-Rodin/smt1643358356540277150.smt2, 0.043, 7.681, Proofterm: 12.988, 39
../smt-lib/AUFLIA/20170829-Rodin/smt1267048162085249891.smt2, 0.026, 2.591, Proofterm: 1.994, 9
../smt-lib/AUFLIA/20170829-Rodin/smt849748001962937573.smt2, 0.025, 2.136, Proofterm: 0.861, 
../smt-lib/AUFLIA/20170829-Rodin/smt5528103774414173689.smt2, 0.022, 2.233, Proofterm: 0.183, 
../smt-lib/AUFLIA/20170829-Rodin/smt8435487060105814500.smt2, 0.024, 9.815, Proofterm: 14.009, 66
../smt-lib/AUFLIA/20170829-Rodin/smt3646074089023251924.smt2, 0.061, 5.871, Proofterm: 3.822, 28
../smt-lib/AUFLIA/20170829-Rodin/smt5787977391506536643.smt2, 0.176, 2.894, Proofterm: 0.037, 1
../smt-lib/AUFLIA/20170829-Rodin/smt436616550992302357.smt2, 0.113, 7.674, Proofterm: 18.540, 41
../smt-lib/AUFLIA/20170829-Rodin/smt5343406693652520415.smt2, 0.115, 6.713, Proofterm: 23.614, 65
../smt-lib/AUFLIA/20170829-Rodin/smt3540916932273223951.smt2, 0.033, 10.393, Proofterm: 28.698, 101
../smt-lib/AUFLIA/20170829-Rodin/smt8486293241174360032.smt2, 0.015, 2.750, Proofterm: 3.891, 13
../smt-lib/AUFLIA/20170829-Rodin/smt2049487641186172697.smt2, 0.049, 5.449, Proofterm: 5.571, 25
../smt-lib/AUFLIA/20170829-Rodin/smt6762019651847731539.smt2, 0.013, 7.765, Proofterm: 16.405, 66
../smt-lib/AUFLIA/20170829-Rodin/smt6724225714143211723.smt2, 0.043, 2.991, Proofterm: 3.786, 10
../smt-lib/AUFLIA/20170829-Rodin/smt1894448914740266695.smt2, 0.015, 2.268, Proofterm: 0.693, 3
../smt-lib/AUFLIA/20170829-Rodin/smt88138767360027334.smt2, 0.147, 6.834, Proofterm: 6.357, 32
../smt-lib/AUFLIA/20170829-Rodin/smt3788605229083931020.smt2, 0.028, 4.071, Proofterm: 3.979, 20
../smt-lib/AUFLIA/20170829-Rodin/smt6066830855128752203.smt2,0.118,TIMEOUT,TIMEOUT,
../smt-lib/AUFLIA/20170829-Rodin/smt5931253389265687509.smt2, 0.064, 8.718, Proofterm: 14.627, 37
../smt-lib/AUFLIA/20170829-Rodin/smt3764870428715264611.smt2, 0.064, 14.415, Proofterm: 20.295, 77
../smt-lib/AUFLIA/20170829-Rodin/smt3766729607062593290.smt2, 0.090, 4.094, Proofterm: 7.909, 15
../smt-lib/AUFLIA/20170829-Rodin/smt5593192466144996666.smt2, 0.153, 2.759, Proofterm: 1.633, 8
../smt-lib/AUFLIA/20170829-Rodin/smt1854725234276792549.smt2,0.162,TIMEOUT,TIMEOUT,
../smt-lib/AUFLIA/20170829-Rodin/smt5223997747621711581.smt2, 0.025, 0.963, Proofterm: 0.852, 5
../smt-lib/AUFLIA/20170829-Rodin/smt1003607461593196697.smt2, 0.100, 1.548, Proofterm: 0.611, 2
../smt-lib/AUFLIA/20170829-Rodin/smt7220116325207352691.smt2, 0.119, 3.520, Proofterm: 4.143, 20
../smt-lib/AUFLIA/20170829-Rodin/smt3595246021783670518.smt2, 0.064, 3.276, Proofterm: 2.994, 12
../smt-lib/AUFLIA/20170829-Rodin/smt4937638859937163237.smt2, 0.029, 6.694, Proofterm: 4.850, 27
