filename,Solve,Parse,ProofTerm,Steps
../smt-lib/QF_LIA/nec-smt/small/int_from_list/prp-3-19.smt2,0.163,4.658,Error: ../smt-lib/QF_LIA/nec-smt/small/int_from_list/prp-3-19.smt2 Timeout 1290.341869614902,2473,2022-05-08 12:28:29
../smt-lib/QF_LIA/nec-smt/small/int_from_list/prp-5-22.smt2,5.609,5.356,Error: ../smt-lib/QF_LIA/nec-smt/small/int_from_list/prp-5-22.smt2 Timeout 300.04810020898003,5086,2022-05-08 12:12:08
../smt-lib/QF_LIA/nec-smt/small/int_from_list/prp-3-20.smt2,1.162,4.637,Error: ../smt-lib/QF_LIA/nec-smt/small/int_from_list/prp-3-20.smt2 Timeout 300.0083428459475,3191,2022-05-08 12:12:00
../smt-lib/QF_LIA/nec-smt/small/int_from_list/prp-6-22.smt2,9.256,5.889,Error: ../smt-lib/QF_LIA/nec-smt/small/int_from_list/prp-6-22.smt2 Timeout 300.0239899290027,7487,2022-05-08 12:12:15
../smt-lib/QF_LIA/nec-smt/small/int_from_list/prp-4-21.smt2,4.812,5.039,Error: ../smt-lib/QF_LIA/nec-smt/small/int_from_list/prp-4-21.smt2 Timeout 300.0088628770318,5184,2022-05-08 12:12:06
../smt-lib/QF_LIA/nec-smt/small/checkpass_pwd/prp-8-18.smt2,16.884,7.142,Error: ../smt-lib/QF_LIA/nec-smt/small/checkpass_pwd/prp-8-18.smt2 Timeout 303.1644399809884,10285,2022-05-08 12:12:37
../smt-lib/QF_LIA/nec-smt/small/checkpass_pwd/prp-7-18.smt2,13.662,6.489,Error: ../smt-lib/QF_LIA/nec-smt/small/checkpass_pwd/prp-7-18.smt2 Timeout 300.0143703960348,9545,2022-05-08 12:12:27
../smt-lib/QF_LIA/nec-smt/med/int_from_list/prp-19-26.smt2,53.332,9.339,Error: ../smt-lib/QF_LIA/nec-smt/med/int_from_list/prp-19-26.smt2 Timeout 300.0234878771007,18716,2022-05-08 12:13:59
../smt-lib/QF_LIA/nec-smt/med/int_from_list/prp-18-26.smt2,26.138,10.424,Error: ../smt-lib/QF_LIA/nec-smt/med/int_from_list/prp-18-26.smt2 Timeout 300.0180797020439,10256,2022-05-08 12:13:05
../smt-lib/QF_LIA/nec-smt/med/int_from_list/prp-18-24.smt2,23.247,8.399,Error: ../smt-lib/QF_LIA/nec-smt/med/int_from_list/prp-18-24.smt2 Timeout 878.9964742359007,13029,2022-05-08 12:22:27
../smt-lib/QF_LIA/nec-smt/med/int_from_list/prp-16-25.smt2,41.927,9.307,Error: ../smt-lib/QF_LIA/nec-smt/med/int_from_list/prp-16-25.smt2 Timeout 300.01765388203785,11740,2022-05-08 12:13:25
../smt-lib/QF_LIA/nec-smt/med/int_from_list/prp-9-27.smt2,35.797,11.718,Error: ../smt-lib/QF_LIA/nec-smt/med/int_from_list/prp-9-27.smt2 Timeout 474.24415793898515,11856,2022-05-08 12:16:14
../smt-lib/QF_LIA/nec-smt/med/int_from_list/prp-18-27.smt2,38.670,8.629,Error: ../smt-lib/QF_LIA/nec-smt/med/int_from_list/prp-18-27.smt2 Timeout 300.0235706260428,12669,2022-05-08 12:13:30
../smt-lib/QF_LIA/nec-smt/med/int_from_list/prp-22-28.smt2,47.882,7.303,Error: ../smt-lib/QF_LIA/nec-smt/med/int_from_list/prp-22-28.smt2 Timeout 300.018661690061,15314,2022-05-08 12:13:56
../smt-lib/QF_LIA/nec-smt/med/int_from_list/prp-9-25.smt2,16.434,9.991,Error: ../smt-lib/QF_LIA/nec-smt/med/int_from_list/prp-9-25.smt2 Timeout 300.62543247197755,9156,2022-05-08 12:12:37
../smt-lib/QF_LIA/nec-smt/med/int_from_list/prp-9-28.smt2,48.258,7.711,Error: ../smt-lib/QF_LIA/nec-smt/med/int_from_list/prp-9-28.smt2 Timeout 300.0164968309691,13294,2022-05-08 12:14:00
../smt-lib/QF_LIA/nec-smt/med/int_from_list/prp-9-24.smt2,13.717,9.801,Error: ../smt-lib/QF_LIA/nec-smt/med/int_from_list/prp-9-24.smt2 Timeout 300.039342661039,7452,2022-05-08 12:12:28
../smt-lib/QF_LIA/nec-smt/med/int_from_list/prp-18-25.smt2,23.771,8.725,Error: ../smt-lib/QF_LIA/nec-smt/med/int_from_list/prp-18-25.smt2 Timeout 300.0416660569608,8804,2022-05-08 12:12:41
../smt-lib/QF_LIA/nec-smt/med/int_from_list/prp-6-25.smt2,32.076,9.142,Error: ../smt-lib/QF_LIA/nec-smt/med/int_from_list/prp-6-25.smt2 Timeout 300.02523767598905,14016,2022-05-08 12:13:11
../smt-lib/QF_LIA/nec-smt/med/int_from_list/prp-6-26.smt2,54.972,5.154,Error: ../smt-lib/QF_LIA/nec-smt/med/int_from_list/prp-6-26.smt2 Timeout 300.01574461197015,12786,2022-05-08 12:13:52
../smt-lib/QF_LIA/nec-smt/med/int_from_list/prp-9-26.smt2,30.993,9.665,Error: ../smt-lib/QF_LIA/nec-smt/med/int_from_list/prp-9-26.smt2 Timeout 862.4064525270369,10394,2022-05-08 12:22:24
../smt-lib/QF_LIA/nec-smt/med/checkpass_pwd/prp-8-20.smt2,48.596,6.733,Error: ../smt-lib/QF_LIA/nec-smt/med/checkpass_pwd/prp-8-20.smt2 Timeout 300.0149062440032,12169,2022-05-08 12:13:35
../smt-lib/QF_LIA/nec-smt/med/checkpass_pwd/prp-7-20.smt2,53.080,5.354,Error: ../smt-lib/QF_LIA/nec-smt/med/checkpass_pwd/prp-7-20.smt2 Timeout 300.02306729299016,15315,2022-05-08 12:13:43
../smt-lib/QF_LIA/rings_preprocessed/ring_2exp12_4vars_3ite_unsat.smt2,16.808,4.198,Error: ../smt-lib/QF_LIA/rings_preprocessed/ring_2exp12_4vars_3ite_unsat.smt2 currently lia_generic is not supported 5.266971897915937,2387,2022-05-08 12:07:31
../smt-lib/QF_LIA/rings_preprocessed/ring_2exp10_9vars_0ite_unsat.smt2,0.086,3.268,Proofterm: 12.650,1509,2022-05-08 12:07:11
../smt-lib/QF_LIA/rings_preprocessed/ring_2exp16_3vars_1ite_unsat.smt2,0.175,1.558,Error: ../smt-lib/QF_LIA/rings_preprocessed/ring_2exp16_3vars_1ite_unsat.smt2 currently lia_generic is not supported 3.308683585957624,465,2022-05-08 12:07:00
../smt-lib/QF_LIA/rings_preprocessed/ring_2exp14_4vars_0ite_unsat.smt2,0.048,1.484,Proofterm: 4.733,461,2022-05-08 12:07:01
../smt-lib/QF_LIA/rings_preprocessed/ring_2exp6_4vars_2ite_unsat.smt2,1.003,3.573,Error: ../smt-lib/QF_LIA/rings_preprocessed/ring_2exp6_4vars_2ite_unsat.smt2 currently lia_generic is not supported 4.903718788991682,1240,2022-05-08 12:07:04
../smt-lib/QF_LIA/rings_preprocessed/ring_2exp4_6vars_2ite_unsat.smt2,6.129,8.379,Error: ../smt-lib/QF_LIA/rings_preprocessed/ring_2exp4_6vars_2ite_unsat.smt2 currently lia_generic is not supported 8.281899497029372,1059,2022-05-08 12:07:27
../smt-lib/QF_LIA/rings_preprocessed/ring_2exp8_3vars_0ite_unsat.smt2,0.042,1.316,Proofterm: 3.100,291,2022-05-08 12:06:59
../smt-lib/QF_LIA/rings_preprocessed/ring_2exp4_7vars_3ite_unsat.smt2,4.423,7.967,Error: ../smt-lib/QF_LIA/rings_preprocessed/ring_2exp4_7vars_3ite_unsat.smt2 currently lia_generic is not supported 9.748296385048889,1277,2022-05-08 12:07:54
../smt-lib/QF_LIA/rings_preprocessed/ring_2exp14_6vars_0ite_unsat.smt2,0.102,2.774,Proofterm: 7.127,843,2022-05-08 12:07:05
../smt-lib/QF_LIA/rings_preprocessed/ring_2exp4_8vars_2ite_unsat.smt2,9.705,10.943,Error: ../smt-lib/QF_LIA/rings_preprocessed/ring_2exp4_8vars_2ite_unsat.smt2 currently lia_generic is not supported 10.440691640018485,1531,2022-05-08 12:07:36
../smt-lib/QF_LIA/rings_preprocessed/ring_2exp6_5vars_0ite_unsat.smt2,0.068,2.233,Proofterm: 6.234,642,2022-05-08 12:07:03
../smt-lib/QF_LIA/rings_preprocessed/ring_2exp6_3vars_0ite_unsat.smt2,0.056,1.122,Proofterm: 2.751,291,2022-05-08 12:06:59
../smt-lib/QF_LIA/rings_preprocessed/ring_2exp4_5vars_3ite_unsat.smt2,8.677,12.361,Error: ../smt-lib/QF_LIA/rings_preprocessed/ring_2exp4_5vars_3ite_unsat.smt2 currently lia_generic is not supported 5.80766906903591,1857,2022-05-08 12:07:25
../smt-lib/QF_LIA/rings_preprocessed/ring_2exp8_8vars_0ite_unsat.smt2,0.062,2.471,Proofterm: 9.464,1280,2022-05-08 12:07:07
../smt-lib/QF_LIA/rings_preprocessed/ring_2exp12_3vars_2ite_unsat.smt2,0.264,1.750,Error: ../smt-lib/QF_LIA/rings_preprocessed/ring_2exp12_3vars_2ite_unsat.smt2 currently lia_generic is not supported 3.232051631086506,654,2022-05-08 12:07:00
../smt-lib/QF_LIA/rings_preprocessed/ring_2exp8_6vars_0ite_unsat.smt2,0.043,2.553,Proofterm: 7.561,843,2022-05-08 12:07:05
../smt-lib/QF_LIA/rings_preprocessed/ring_2exp16_3vars_0ite_unsat.smt2,0.049,1.176,Proofterm: 3.558,291,2022-05-08 12:07:00
../smt-lib/QF_LIA/rings_preprocessed/ring_2exp16_4vars_0ite_unsat.smt2,0.058,1.975,Proofterm: 4.987,461,2022-05-08 12:07:02
../smt-lib/QF_LIA/rings_preprocessed/ring_2exp4_3vars_1ite_unsat.smt2,0.067,2.178,Error: ../smt-lib/QF_LIA/rings_preprocessed/ring_2exp4_3vars_1ite_unsat.smt2 currently lia_generic is not supported 2.9554015519097447,421,2022-05-08 12:07:00
../smt-lib/QF_LIA/rings_preprocessed/ring_2exp16_9vars_0ite_unsat.smt2,0.089,3.234,Proofterm: 12.579,1509,2022-05-08 12:07:11
../smt-lib/QF_LIA/rings_preprocessed/ring_2exp6_9vars_1ite_unsat.smt2,0.106,3.449,Proofterm: 12.798,1595,2022-05-08 12:07:12
../smt-lib/QF_LIA/rings_preprocessed/ring_2exp4_5vars_2ite_unsat.smt2,11.889,14.897,Error: ../smt-lib/QF_LIA/rings_preprocessed/ring_2exp4_5vars_2ite_unsat.smt2 currently lia_generic is not supported 6.615688474033959,878,2022-05-08 12:07:34
../smt-lib/QF_LIA/rings_preprocessed/ring_2exp10_3vars_2ite_unsat.smt2,0.085,2.279,Error: ../smt-lib/QF_LIA/rings_preprocessed/ring_2exp10_3vars_2ite_unsat.smt2 currently lia_generic is not supported 3.5333948810584843,782,2022-05-08 12:07:01
../smt-lib/QF_LIA/rings_preprocessed/ring_2exp12_3vars_1ite_unsat.smt2,0.238,2.119,Error: ../smt-lib/QF_LIA/rings_preprocessed/ring_2exp12_3vars_1ite_unsat.smt2 currently lia_generic is not supported 3.1340122079709545,476,2022-05-08 12:07:01
../smt-lib/QF_LIA/rings_preprocessed/ring_2exp12_4vars_1ite_unsat.smt2,5.885,3.007,Error: ../smt-lib/QF_LIA/rings_preprocessed/ring_2exp12_4vars_1ite_unsat.smt2 currently lia_generic is not supported 4.659572078031488,1442,2022-05-08 12:07:14
../smt-lib/QF_LIA/rings_preprocessed/ring_2exp6_8vars_0ite_unsat.smt2,0.063,2.816,Proofterm: 9.768,1278,2022-05-08 12:07:08
../smt-lib/QF_LIA/rings_preprocessed/ring_2exp12_6vars_0ite_unsat.smt2,0.044,2.378,Proofterm: 7.069,843,2022-05-08 12:07:05
../smt-lib/QF_LIA/rings_preprocessed/ring_2exp10_4vars_2ite_unsat.smt2,51.534,14.823,Error: ../smt-lib/QF_LIA/rings_preprocessed/ring_2exp10_4vars_2ite_unsat.smt2 currently lia_generic is not supported 4.927416655002162,1202,2022-05-08 12:08:09
../smt-lib/QF_LIA/rings_preprocessed/ring_2exp12_3vars_0ite_unsat.smt2,0.033,1.242,Proofterm: 3.262,291,2022-05-08 12:07:00
../smt-lib/QF_LIA/rings_preprocessed/ring_2exp4_7vars_0ite_unsat.smt2,0.049,2.857,Proofterm: 8.760,1059,2022-05-08 12:07:07
../smt-lib/QF_LIA/rings_preprocessed/ring_2exp6_4vars_1ite_unsat.smt2,0.548,2.640,Error: ../smt-lib/QF_LIA/rings_preprocessed/ring_2exp6_4vars_1ite_unsat.smt2 currently lia_generic is not supported 4.687261097948067,1071,2022-05-08 12:07:04
../smt-lib/QF_LIA/rings_preprocessed/ring_2exp16_7vars_0ite_unsat.smt2,0.058,2.843,Proofterm: 9.299,1061,2022-05-08 12:07:08
../smt-lib/QF_LIA/rings_preprocessed/ring_2exp16_6vars_0ite_unsat.smt2,0.060,2.089,Proofterm: 6.319,843,2022-05-08 12:07:04
../smt-lib/QF_LIA/rings_preprocessed/ring_2exp8_5vars_0ite_unsat.smt2,0.037,2.243,Proofterm: 6.029,642,2022-05-08 12:07:04
../smt-lib/QF_LIA/rings_preprocessed/ring_2exp8_4vars_0ite_unsat.smt2,0.042,1.909,Proofterm: 4.658,461,2022-05-08 12:07:02
../smt-lib/QF_LIA/rings_preprocessed/ring_2exp10_8vars_0ite_unsat.smt2,0.053,2.925,Proofterm: 10.394,1280,2022-05-08 12:07:09
../smt-lib/QF_LIA/rings_preprocessed/ring_2exp4_3vars_0ite_unsat.smt2,0.039,1.301,Proofterm: 3.416,291,2022-05-08 12:07:00
../smt-lib/QF_LIA/rings_preprocessed/ring_2exp4_8vars_5ite_unsat.smt2,22.623,29.417,Error: ../smt-lib/QF_LIA/rings_preprocessed/ring_2exp4_8vars_5ite_unsat.smt2 currently lia_generic is not supported 11.408191123045981,1681,2022-05-08 12:08:16
../smt-lib/QF_LIA/rings_preprocessed/ring_2exp8_7vars_0ite_unsat.smt2,0.058,2.729,Proofterm: 8.994,1061,2022-05-08 12:07:07
../smt-lib/QF_LIA/rings_preprocessed/ring_2exp14_8vars_0ite_unsat.smt2,0.093,2.774,Proofterm: 10.130,1280,2022-05-08 12:07:09
../smt-lib/QF_LIA/rings_preprocessed/ring_2exp10_7vars_0ite_unsat.smt2,0.055,2.723,Proofterm: 8.746,1061,2022-05-08 12:07:07
../smt-lib/QF_LIA/rings_preprocessed/ring_2exp6_8vars_1ite_unsat.smt2,0.081,3.287,Proofterm: 11.322,1349,2022-05-08 12:07:10
../smt-lib/QF_LIA/rings_preprocessed/ring_2exp6_4vars_3ite_unsat.smt2,1.685,4.841,Error: ../smt-lib/QF_LIA/rings_preprocessed/ring_2exp6_4vars_3ite_unsat.smt2 currently lia_generic is not supported 5.0821000669384375,1181,2022-05-08 12:07:08
../smt-lib/QF_LIA/rings_preprocessed/ring_2exp4_6vars_1ite_unsat.smt2,0.052,2.594,Proofterm: 6.535,899,2022-05-08 12:07:05
../smt-lib/QF_LIA/rings_preprocessed/ring_2exp10_3vars_0ite_unsat.smt2,0.054,1.274,Proofterm: 3.226,291,2022-05-08 12:07:00
../smt-lib/QF_LIA/rings_preprocessed/ring_2exp6_3vars_2ite_unsat.smt2,0.062,1.889,Error: ../smt-lib/QF_LIA/rings_preprocessed/ring_2exp6_3vars_2ite_unsat.smt2 currently lia_generic is not supported 2.913997631985694,780,2022-05-08 12:07:01
../smt-lib/QF_LIA/rings_preprocessed/ring_2exp14_3vars_0ite_unsat.smt2,0.073,1.828,Proofterm: 3.744,291,2022-05-08 12:07:01
../smt-lib/QF_LIA/rings_preprocessed/ring_2exp10_6vars_0ite_unsat.smt2,0.059,2.100,Proofterm: 5.963,843,2022-05-08 12:07:04
../smt-lib/QF_LIA/rings_preprocessed/ring_2exp4_6vars_0ite_unsat.smt2,0.059,2.148,Proofterm: 6.504,833,2022-05-08 12:07:04
../smt-lib/QF_LIA/rings_preprocessed/ring_2exp6_9vars_0ite_unsat.smt2,0.060,2.777,Proofterm: 9.954,1509,2022-05-08 12:07:09
../smt-lib/QF_LIA/rings_preprocessed/ring_2exp6_7vars_0ite_unsat.smt2,0.076,2.678,Proofterm: 8.767,1047,2022-05-08 12:07:07
../smt-lib/QF_LIA/rings_preprocessed/ring_2exp4_5vars_1ite_unsat.smt2,2.755,5.740,Error: ../smt-lib/QF_LIA/rings_preprocessed/ring_2exp4_5vars_1ite_unsat.smt2 currently lia_generic is not supported 4.7251720720669255,822,2022-05-08 12:07:10
../smt-lib/QF_LIA/rings_preprocessed/ring_2exp16_5vars_0ite_unsat.smt2,0.090,2.201,Proofterm: 5.749,642,2022-05-08 12:07:04
../smt-lib/QF_LIA/rings_preprocessed/ring_2exp14_9vars_0ite_unsat.smt2,0.087,3.070,Proofterm: 13.394,1509,2022-05-08 12:07:13
../smt-lib/QF_LIA/rings_preprocessed/ring_2exp4_8vars_1ite_unsat.smt2,0.078,2.620,Proofterm: 8.293,1338,2022-05-08 12:07:07
../smt-lib/QF_LIA/rings_preprocessed/ring_2exp14_5vars_0ite_unsat.smt2,0.046,1.957,Proofterm: 5.180,642,2022-05-08 12:07:03
../smt-lib/QF_LIA/rings_preprocessed/ring_2exp4_9vars_0ite_unsat.smt2,0.115,3.071,Proofterm: 11.799,1506,2022-05-08 12:07:11
../smt-lib/QF_LIA/rings_preprocessed/ring_2exp4_9vars_5ite_unsat.smt2,76.613,54.427,Error: ../smt-lib/QF_LIA/rings_preprocessed/ring_2exp4_9vars_5ite_unsat.smt2 currently lia_generic is not supported 5.884809185983613,4997,2022-05-08 12:09:34
../smt-lib/QF_LIA/rings_preprocessed/ring_2exp4_4vars_2ite_unsat.smt2,0.459,2.887,Error: ../smt-lib/QF_LIA/rings_preprocessed/ring_2exp4_4vars_2ite_unsat.smt2 currently lia_generic is not supported 4.798364347894676,1148,2022-05-08 12:07:04
../smt-lib/QF_LIA/rings_preprocessed/ring_2exp4_5vars_4ite_unsat.smt2,7.866,12.380,Error: ../smt-lib/QF_LIA/rings_preprocessed/ring_2exp4_5vars_4ite_unsat.smt2 currently lia_generic is not supported 7.572738611954264,4217,2022-05-08 12:07:28
../smt-lib/QF_LIA/rings_preprocessed/ring_2exp12_9vars_0ite_unsat.smt2,0.118,3.520,Proofterm: 11.369,1509,2022-05-08 12:07:11
../smt-lib/QF_LIA/rings_preprocessed/ring_2exp4_3vars_2ite_unsat.smt2,0.057,2.093,Error: ../smt-lib/QF_LIA/rings_preprocessed/ring_2exp4_3vars_2ite_unsat.smt2 currently lia_generic is not supported 3.379092628019862,780,2022-05-08 12:07:02
../smt-lib/QF_LIA/rings_preprocessed/ring_2exp10_4vars_1ite_unsat.smt2,11.165,5.810,Error: ../smt-lib/QF_LIA/rings_preprocessed/ring_2exp10_4vars_1ite_unsat.smt2 currently lia_generic is not supported 4.756810279097408,982,2022-05-08 12:07:31
../smt-lib/QF_LIA/rings_preprocessed/ring_2exp12_4vars_0ite_unsat.smt2,0.062,1.715,Proofterm: 3.966,461,2022-05-08 12:07:02
../smt-lib/QF_LIA/rings_preprocessed/ring_2exp4_9vars_4ite_unsat.smt2,50.053,39.277,Error: ../smt-lib/QF_LIA/rings_preprocessed/ring_2exp4_9vars_4ite_unsat.smt2 currently lia_generic is not supported 6.576074508950114,1961,2022-05-08 12:08:58
../smt-lib/QF_LIA/rings_preprocessed/ring_2exp14_4vars_2ite_unsat.smt2,UNKNOWN PROOF (veriT),,,,2022-05-08 12:07:12
../smt-lib/QF_LIA/rings_preprocessed/ring_2exp16_4vars_3ite_unsat.smt2,UNKNOWN PROOF (veriT),,,,2022-05-08 12:07:14
../smt-lib/QF_LIA/rings_preprocessed/ring_2exp4_8vars_3ite_unsat.smt2,18.267,19.800,Error: ../smt-lib/QF_LIA/rings_preprocessed/ring_2exp4_8vars_3ite_unsat.smt2 currently lia_generic is not supported 12.648315318045206,1487,2022-05-08 12:07:58
../smt-lib/QF_LIA/rings_preprocessed/ring_2exp4_9vars_2ite_unsat.smt2,30.431,31.163,Error: ../smt-lib/QF_LIA/rings_preprocessed/ring_2exp4_9vars_2ite_unsat.smt2 currently lia_generic is not supported 10.599128594971262,1805,2022-05-08 12:08:33
../smt-lib/QF_LIA/rings_preprocessed/ring_2exp8_3vars_1ite_unsat.smt2,0.093,1.585,Error: ../smt-lib/QF_LIA/rings_preprocessed/ring_2exp8_3vars_1ite_unsat.smt2 currently lia_generic is not supported 3.009660698939115,421,2022-05-08 12:07:01
../smt-lib/QF_LIA/rings_preprocessed/ring_2exp16_3vars_2ite_unsat.smt2,0.155,2.252,Error: ../smt-lib/QF_LIA/rings_preprocessed/ring_2exp16_3vars_2ite_unsat.smt2 currently lia_generic is not supported 4.07359954493586,774,2022-05-08 12:07:03
../smt-lib/QF_LIA/rings_preprocessed/ring_2exp4_8vars_0ite_unsat.smt2,0.075,2.051,Proofterm: 6.742,1260,2022-05-08 12:07:05
../smt-lib/QF_LIA/rings_preprocessed/ring_2exp8_3vars_2ite_unsat.smt2,0.070,2.129,Error: ../smt-lib/QF_LIA/rings_preprocessed/ring_2exp8_3vars_2ite_unsat.smt2 currently lia_generic is not supported 3.515849527087994,780,2022-05-08 12:07:02
../smt-lib/QF_LIA/rings_preprocessed/ring_2exp4_4vars_3ite_unsat.smt2,0.490,2.554,Error: ../smt-lib/QF_LIA/rings_preprocessed/ring_2exp4_4vars_3ite_unsat.smt2 currently lia_generic is not supported 5.025967070017941,1187,2022-05-08 12:07:05
../smt-lib/QF_LIA/rings_preprocessed/ring_2exp10_3vars_1ite_unsat.smt2,0.317,1.819,Error: ../smt-lib/QF_LIA/rings_preprocessed/ring_2exp10_3vars_1ite_unsat.smt2 currently lia_generic is not supported 3.3079203539527953,486,2022-05-08 12:07:02
../smt-lib/QF_LIA/rings_preprocessed/ring_2exp4_7vars_1ite_unsat.smt2,0.064,1.913,Proofterm: 7.215,1130,2022-05-08 12:07:06
../smt-lib/QF_LIA/rings_preprocessed/ring_2exp4_5vars_0ite_unsat.smt2,0.070,2.245,Proofterm: 5.398,628,2022-05-08 12:07:04
../smt-lib/QF_LIA/rings_preprocessed/ring_2exp4_4vars_0ite_unsat.smt2,0.059,1.285,Proofterm: 3.281,461,2022-05-08 12:07:01
../smt-lib/QF_LIA/rings_preprocessed/ring_2exp16_4vars_1ite_unsat.smt2,UNKNOWN PROOF (veriT),,,,2022-05-08 12:07:03
../smt-lib/QF_LIA/rings_preprocessed/ring_2exp12_4vars_2ite_unsat.smt2,UNKNOWN PROOF (veriT),,,,2022-05-08 12:07:12
../smt-lib/QF_LIA/rings_preprocessed/ring_2exp14_4vars_3ite_unsat.smt2,UNKNOWN PROOF (veriT),,,,2022-05-08 12:07:12
../smt-lib/QF_LIA/rings_preprocessed/ring_2exp10_5vars_0ite_unsat.smt2,0.049,1.874,Proofterm: 6.229,642,2022-05-08 12:07:05
../smt-lib/QF_LIA/rings_preprocessed/ring_2exp6_4vars_0ite_unsat.smt2,0.070,1.599,Proofterm: 4.008,461,2022-05-08 12:07:03
../smt-lib/QF_LIA/rings_preprocessed/ring_2exp14_3vars_2ite_unsat.smt2,0.253,1.369,Error: ../smt-lib/QF_LIA/rings_preprocessed/ring_2exp14_3vars_2ite_unsat.smt2 currently lia_generic is not supported 2.8965631839819252,654,2022-05-08 12:07:02
../smt-lib/QF_LIA/rings_preprocessed/ring_2exp12_8vars_0ite_unsat.smt2,0.081,2.438,Proofterm: 9.074,1280,2022-05-08 12:07:09
../smt-lib/QF_LIA/rings_preprocessed/ring_2exp10_4vars_0ite_unsat.smt2,0.060,1.550,Proofterm: 4.449,461,2022-05-08 12:07:03
../smt-lib/QF_LIA/rings_preprocessed/ring_2exp6_6vars_0ite_unsat.smt2,0.070,2.199,Proofterm: 7.622,843,2022-05-08 12:07:07
../smt-lib/QF_LIA/rings_preprocessed/ring_2exp12_5vars_0ite_unsat.smt2,0.067,1.764,Proofterm: 5.563,642,2022-05-08 12:07:04
../smt-lib/QF_LIA/rings_preprocessed/ring_2exp14_4vars_1ite_unsat.smt2,5.572,2.548,Error: ../smt-lib/QF_LIA/rings_preprocessed/ring_2exp14_4vars_1ite_unsat.smt2 currently lia_generic is not supported 4.426903730025515,1433,2022-05-08 12:07:14
../smt-lib/QF_LIA/rings_preprocessed/ring_2exp4_7vars_2ite_unsat.smt2,9.460,10.678,Error: ../smt-lib/QF_LIA/rings_preprocessed/ring_2exp4_7vars_2ite_unsat.smt2 currently lia_generic is not supported 8.439998332993127,1310,2022-05-08 12:07:34
../smt-lib/QF_LIA/rings_preprocessed/ring_2exp8_9vars_0ite_unsat.smt2,0.078,3.030,Proofterm: 10.353,1495,2022-05-08 12:07:11
../smt-lib/QF_LIA/rings_preprocessed/ring_2exp12_7vars_0ite_unsat.smt2,0.060,2.219,Proofterm: 7.392,1061,2022-05-08 12:07:07
../smt-lib/QF_LIA/rings_preprocessed/ring_2exp6_5vars_1ite_unsat.smt2,38.102,37.644,Error: ../smt-lib/QF_LIA/rings_preprocessed/ring_2exp6_5vars_1ite_unsat.smt2 currently lia_generic is not supported 2.9722643850836903,838,2022-05-08 12:08:45
../smt-lib/QF_LIA/rings_preprocessed/ring_2exp4_4vars_1ite_unsat.smt2,0.349,2.695,Error: ../smt-lib/QF_LIA/rings_preprocessed/ring_2exp4_4vars_1ite_unsat.smt2 currently lia_generic is not supported 4.923916294006631,1814,2022-05-08 12:07:05
../smt-lib/QF_LIA/rings_preprocessed/ring_2exp6_3vars_1ite_unsat.smt2,0.050,1.256,Error: ../smt-lib/QF_LIA/rings_preprocessed/ring_2exp6_3vars_1ite_unsat.smt2 currently lia_generic is not supported 2.593256236985326,421,2022-05-08 12:07:01
../smt-lib/QF_LIA/rings_preprocessed/ring_2exp16_8vars_0ite_unsat.smt2,0.109,2.719,Proofterm: 10.518,1280,2022-05-08 12:07:11
../smt-lib/QF_LIA/rings_preprocessed/ring_2exp4_9vars_1ite_unsat.smt2,0.090,2.970,Proofterm: 10.409,1592,2022-05-08 12:07:11
../smt-lib/QF_LIA/rings_preprocessed/ring_2exp14_7vars_0ite_unsat.smt2,0.059,2.390,Proofterm: 7.788,1061,2022-05-08 12:07:07
../smt-lib/QF_LIA/rings_preprocessed/ring_2exp8_4vars_3ite_unsat.smt2,5.803,9.000,Error: ../smt-lib/QF_LIA/rings_preprocessed/ring_2exp8_4vars_3ite_unsat.smt2 currently lia_generic is not supported 5.6456809270894155,1181,2022-05-08 12:07:22
../smt-lib/QF_LIA/rings_preprocessed/ring_2exp8_4vars_2ite_unsat.smt2,2.398,5.283,Error: ../smt-lib/QF_LIA/rings_preprocessed/ring_2exp8_4vars_2ite_unsat.smt2 currently lia_generic is not supported 4.848630145890638,1240,2022-05-08 12:07:10
../smt-lib/QF_LIA/rings_preprocessed/ring_2exp14_3vars_1ite_unsat.smt2,0.238,1.458,Error: ../smt-lib/QF_LIA/rings_preprocessed/ring_2exp14_3vars_1ite_unsat.smt2 currently lia_generic is not supported 3.288655135082081,476,2022-05-08 12:07:02
../smt-lib/QF_LIA/rings_preprocessed/ring_2exp8_4vars_1ite_unsat.smt2,1.532,4.278,Error: ../smt-lib/QF_LIA/rings_preprocessed/ring_2exp8_4vars_1ite_unsat.smt2 currently lia_generic is not supported 4.903896620031446,1071,2022-05-08 12:07:09
../smt-lib/QF_LIA/CAV_2009_benchmarks/coef-size/smt/size-10/problem__002.smt2,0.043,1.405,Proofterm: 5.959,341,2022-05-08 12:07:05
../smt-lib/QF_LIA/CAV_2009_benchmarks/coef-size/smt/size-10/problem__003.smt2,0.137,1.439,Error: ../smt-lib/QF_LIA/CAV_2009_benchmarks/coef-size/smt/size-10/problem__003.smt2 currently lia_generic is not supported 4.813524719909765,358,2022-05-08 12:07:04
../smt-lib/QF_LIA/CAV_2009_benchmarks/coef-size/smt/size-100/problem__006.smt2,0.048,1.240,Proofterm: 2.588,269,2022-05-08 12:07:01
