filename,Solve,Parse,ProofTerm,Steps
../smt-lib/QF_LIA/CIRC/multiplier/MULTIPLIER_4.msat.smt2,0.091,3.778,Proofterm: 69.046,1681,2022-05-08 12:08:06
../smt-lib/QF_LIA/CIRC/multiplier/MULTIPLIER_8.msat.smt2,97.320,PARSING ERROR (HolPy) Timeout,,,2022-05-08 12:09:56
../smt-lib/QF_LIA/CIRC/multiplier/MULTIPLIER_6.msat.smt2,1.592,10.812,Error: ../smt-lib/QF_LIA/CIRC/multiplier/MULTIPLIER_6.msat.smt2 Timeout 300.0260751270689,21467,2022-05-08 12:12:06
../smt-lib/QF_LIA/CIRC/multiplier/MULTIPLIER_3.msat.smt2,0.034,2.569,Proofterm: 17.926,622,2022-05-08 12:07:14
../smt-lib/QF_LIA/CIRC/multiplier/MULTIPLIER_2.msat.smt2,0.031,2.186,Proofterm: 8.112,292,2022-05-08 12:07:03
../smt-lib/QF_LIA/pidgeons/pigeon-hole-3.smt2,0.043,0.493,Proofterm: 0.529,21,2022-05-08 12:06:54
../smt-lib/QF_LIA/pidgeons/pigeon-hole-6.smt2,0.039,0.857,Proofterm: 1.568,36,2022-05-08 12:06:56
../smt-lib/QF_LIA/pidgeons/pigeon-hole-11.smt2,0.038,0.974,Proofterm: 2.448,61,2022-05-08 12:06:57
../smt-lib/QF_LIA/pidgeons/pigeon-hole-8.smt2,0.039,0.769,Proofterm: 1.697,46,2022-05-08 12:06:56
../smt-lib/QF_LIA/pidgeons/pigeon-hole-13.smt2,0.039,0.983,Proofterm: 2.782,71,2022-05-08 12:06:57
../smt-lib/QF_LIA/pidgeons/pigeon-hole-2.smt2,0.038,0.602,Proofterm: 0.356,16,2022-05-08 12:06:54
../smt-lib/QF_LIA/pidgeons/pigeon-hole-17.smt2,0.047,1.421,Proofterm: 3.343,91,2022-05-08 12:06:58
../smt-lib/QF_LIA/pidgeons/pigeon-hole-9.smt2,0.045,0.908,Proofterm: 2.015,51,2022-05-08 12:06:56
../smt-lib/QF_LIA/pidgeons/pigeon-hole-15.smt2,0.037,1.387,Proofterm: 2.658,81,2022-05-08 12:06:57
../smt-lib/QF_LIA/pidgeons/pigeon-hole-20.smt2,0.061,1.590,Proofterm: 5.008,106,2022-05-08 12:07:00
../smt-lib/QF_LIA/pidgeons/pigeon-hole-16.smt2,0.035,1.362,Proofterm: 2.711,86,2022-05-08 12:06:57
../smt-lib/QF_LIA/pidgeons/pigeon-hole-4.smt2,0.037,0.640,Proofterm: 1.023,26,2022-05-08 12:06:55
../smt-lib/QF_LIA/pidgeons/pigeon-hole-5.smt2,0.043,0.765,Proofterm: 1.401,31,2022-05-08 12:06:55
../smt-lib/QF_LIA/pidgeons/pigeon-hole-18.smt2,0.052,1.463,Proofterm: 3.907,96,2022-05-08 12:06:59
../smt-lib/QF_LIA/pidgeons/pigeon-hole-19.smt2,0.050,1.725,Proofterm: 5.096,101,2022-05-08 12:07:00
../smt-lib/QF_LIA/pidgeons/pigeon-hole-10.smt2,0.045,1.049,Proofterm: 2.190,56,2022-05-08 12:06:56
../smt-lib/QF_LIA/pidgeons/pigeon-hole-12.smt2,0.046,0.977,Proofterm: 2.491,66,2022-05-08 12:06:57
../smt-lib/QF_LIA/pidgeons/pigeon-hole-7.smt2,0.041,0.772,Proofterm: 1.400,41,2022-05-08 12:06:55
../smt-lib/QF_LIA/pidgeons/pigeon-hole-14.smt2,0.045,1.332,Proofterm: 2.566,76,2022-05-08 12:06:57
../smt-lib/QF_LIA/dillig/25-31.smt2,0.194,3.675,Error: ../smt-lib/QF_LIA/dillig/25-31.smt2 currently lia_generic is not supported 10.864173074951395,2941,2022-05-08 12:07:08
../smt-lib/QF_LIA/dillig/25-22.smt2,0.112,4.021,Error: ../smt-lib/QF_LIA/dillig/25-22.smt2 currently lia_generic is not supported 10.001225886982866,2389,2022-05-08 12:07:07
../smt-lib/QF_LIA/dillig/20-14.smt2,2.961,3.203,Error: ../smt-lib/QF_LIA/dillig/20-14.smt2 currently lia_generic is not supported 7.272727724048309,1488,2022-05-08 12:07:10
../smt-lib/QF_LIA/rings/ring_2exp12_4vars_3ite_unsat.smt2,UNKNOWN PROOF (veriT),,,,2022-05-08 12:07:18
../smt-lib/QF_LIA/rings/ring_2exp10_9vars_0ite_unsat.smt2,0.068,3.288,Error: ../smt-lib/QF_LIA/rings/ring_2exp10_9vars_0ite_unsat.smt2 la_generic: unexpected result 7.938133179908618,908,2022-05-08 12:07:04
../smt-lib/QF_LIA/rings/ring_2exp16_3vars_1ite_unsat.smt2,0.293,2.448,Error: ../smt-lib/QF_LIA/rings/ring_2exp16_3vars_1ite_unsat.smt2 currently lia_generic is not supported 3.496954497997649,427,2022-05-08 12:06:59
../smt-lib/QF_LIA/rings/ring_2exp14_4vars_0ite_unsat.smt2,0.048,2.418,Error: ../smt-lib/QF_LIA/rings/ring_2exp14_4vars_0ite_unsat.smt2 la_generic: unexpected result 3.589355687960051,363,2022-05-08 12:06:59
../smt-lib/QF_LIA/rings/ring_2exp6_4vars_2ite_unsat.smt2,1.126,3.644,Error: ../smt-lib/QF_LIA/rings/ring_2exp6_4vars_2ite_unsat.smt2 currently lia_generic is not supported 4.986443282919936,581,2022-05-08 12:07:04
../smt-lib/QF_LIA/rings/ring_2exp4_6vars_3ite_unsat.smt2,54.113,41.574,Error: ../smt-lib/QF_LIA/rings/ring_2exp4_6vars_3ite_unsat.smt2 currently lia_generic is not supported 5.34176804299932,6378,2022-05-08 12:09:13
../smt-lib/QF_LIA/rings/ring_2exp4_6vars_2ite_unsat.smt2,62.392,49.086,Error: ../smt-lib/QF_LIA/rings/ring_2exp4_6vars_2ite_unsat.smt2 currently lia_generic is not supported 3.2715001640608534,1068,2022-05-08 12:09:46
../smt-lib/QF_LIA/rings/ring_2exp8_3vars_0ite_unsat.smt2,0.041,2.027,Error: ../smt-lib/QF_LIA/rings/ring_2exp8_3vars_0ite_unsat.smt2 la_generic: unexpected result 2.8800819920143113,254,2022-05-08 12:06:58
../smt-lib/QF_LIA/rings/ring_2exp14_6vars_0ite_unsat.smt2,0.061,2.841,Error: ../smt-lib/QF_LIA/rings/ring_2exp14_6vars_0ite_unsat.smt2 la_generic: unexpected result 6.167920146021061,581,2022-05-08 12:07:02
../smt-lib/QF_LIA/rings/ring_2exp6_5vars_0ite_unsat.smt2,0.041,2.453,Error: ../smt-lib/QF_LIA/rings/ring_2exp6_5vars_0ite_unsat.smt2 la_generic: unexpected result 4.260826030978933,472,2022-05-08 12:07:00
../smt-lib/QF_LIA/rings/ring_2exp6_3vars_0ite_unsat.smt2,0.040,2.053,Error: ../smt-lib/QF_LIA/rings/ring_2exp6_3vars_0ite_unsat.smt2 la_generic: unexpected result 2.4402232780121267,254,2022-05-08 12:06:58
../smt-lib/QF_LIA/rings/ring_2exp4_5vars_3ite_unsat.smt2,10.611,14.863,Error: ../smt-lib/QF_LIA/rings/ring_2exp4_5vars_3ite_unsat.smt2 currently lia_generic is not supported 7.080053420038894,2260,2022-05-08 12:07:33
../smt-lib/QF_LIA/rings/ring_2exp8_8vars_0ite_unsat.smt2,0.057,3.331,Error: ../smt-lib/QF_LIA/rings/ring_2exp8_8vars_0ite_unsat.smt2 la_generic: unexpected result 7.966536271036603,799,2022-05-08 12:07:05
../smt-lib/QF_LIA/rings/ring_2exp12_3vars_2ite_unsat.smt2,0.202,2.274,Error: ../smt-lib/QF_LIA/rings/ring_2exp12_3vars_2ite_unsat.smt2 currently lia_generic is not supported 3.8986727619776502,453,2022-05-08 12:07:00
../smt-lib/QF_LIA/rings/ring_2exp8_6vars_0ite_unsat.smt2,0.051,2.713,Error: ../smt-lib/QF_LIA/rings/ring_2exp8_6vars_0ite_unsat.smt2 la_generic: unexpected result 5.049834380974062,581,2022-05-08 12:07:01
../smt-lib/QF_LIA/rings/ring_2exp16_3vars_0ite_unsat.smt2,0.041,2.097,Error: ../smt-lib/QF_LIA/rings/ring_2exp16_3vars_0ite_unsat.smt2 la_generic: unexpected result 3.1760257929563522,254,2022-05-08 12:06:58
../smt-lib/QF_LIA/rings/ring_2exp16_4vars_0ite_unsat.smt2,0.047,2.422,Error: ../smt-lib/QF_LIA/rings/ring_2exp16_4vars_0ite_unsat.smt2 la_generic: unexpected result 3.5167008619755507,363,2022-05-08 12:06:59
../smt-lib/QF_LIA/rings/ring_2exp4_3vars_1ite_unsat.smt2,0.056,2.373,Error: ../smt-lib/QF_LIA/rings/ring_2exp4_3vars_1ite_unsat.smt2 currently lia_generic is not supported 3.749394959071651,420,2022-05-08 12:06:59
../smt-lib/QF_LIA/rings/ring_2exp16_9vars_0ite_unsat.smt2,0.067,3.222,Error: ../smt-lib/QF_LIA/rings/ring_2exp16_9vars_0ite_unsat.smt2 la_generic: unexpected result 8.466440610936843,908,2022-05-08 12:07:05
../smt-lib/QF_LIA/rings/ring_2exp4_5vars_2ite_unsat.smt2,13.445,16.114,Error: ../smt-lib/QF_LIA/rings/ring_2exp4_5vars_2ite_unsat.smt2 currently lia_generic is not supported 6.039781671948731,835,2022-05-08 12:07:43
../smt-lib/QF_LIA/rings/ring_2exp10_3vars_2ite_unsat.smt2,0.072,2.563,Error: ../smt-lib/QF_LIA/rings/ring_2exp10_3vars_2ite_unsat.smt2 currently lia_generic is not supported 3.6219138590386137,476,2022-05-08 12:06:59
../smt-lib/QF_LIA/rings/ring_2exp12_3vars_1ite_unsat.smt2,0.340,2.390,Error: ../smt-lib/QF_LIA/rings/ring_2exp12_3vars_1ite_unsat.smt2 currently lia_generic is not supported 3.5562951100291684,455,2022-05-08 12:07:00
../smt-lib/QF_LIA/rings/ring_2exp6_8vars_0ite_unsat.smt2,0.063,3.093,Error: ../smt-lib/QF_LIA/rings/ring_2exp6_8vars_0ite_unsat.smt2 la_generic: unexpected result 7.475865371059626,799,2022-05-08 12:07:04
../smt-lib/QF_LIA/rings/ring_2exp12_6vars_0ite_unsat.smt2,0.053,2.394,Error: ../smt-lib/QF_LIA/rings/ring_2exp12_6vars_0ite_unsat.smt2 la_generic: unexpected result 4.8663701539626345,581,2022-05-08 12:07:01
../smt-lib/QF_LIA/rings/ring_2exp10_4vars_2ite_unsat.smt2,58.759,9.885,Error: ../smt-lib/QF_LIA/rings/ring_2exp10_4vars_2ite_unsat.smt2 currently lia_generic is not supported 2.929362704977393,1233,2022-05-08 12:09:18
../smt-lib/QF_LIA/rings/ring_2exp12_3vars_0ite_unsat.smt2,0.042,1.601,Error: ../smt-lib/QF_LIA/rings/ring_2exp12_3vars_0ite_unsat.smt2 la_generic: unexpected result 2.942976886057295,254,2022-05-08 12:06:58
../smt-lib/QF_LIA/rings/ring_2exp4_7vars_0ite_unsat.smt2,0.056,2.682,Error: ../smt-lib/QF_LIA/rings/ring_2exp4_7vars_0ite_unsat.smt2 la_generic: unexpected result 6.092428194009699,690,2022-05-08 12:07:02
../smt-lib/QF_LIA/rings/ring_2exp6_4vars_1ite_unsat.smt2,1.211,3.519,Error: ../smt-lib/QF_LIA/rings/ring_2exp6_4vars_1ite_unsat.smt2 currently lia_generic is not supported 4.274871135014109,670,2022-05-08 12:07:04
../smt-lib/QF_LIA/rings/ring_2exp16_7vars_0ite_unsat.smt2,0.058,2.808,Error: ../smt-lib/QF_LIA/rings/ring_2exp16_7vars_0ite_unsat.smt2 la_generic: unexpected result 5.8582111719297245,690,2022-05-08 12:07:02
../smt-lib/QF_LIA/rings/ring_2exp16_6vars_0ite_unsat.smt2,0.056,2.736,Error: ../smt-lib/QF_LIA/rings/ring_2exp16_6vars_0ite_unsat.smt2 la_generic: unexpected result 6.025473888032138,581,2022-05-08 12:07:02
../smt-lib/QF_LIA/rings/ring_2exp8_5vars_0ite_unsat.smt2,0.051,2.556,Error: ../smt-lib/QF_LIA/rings/ring_2exp8_5vars_0ite_unsat.smt2 la_generic: unexpected result 4.730948482989334,472,2022-05-08 12:07:01
../smt-lib/QF_LIA/rings/ring_2exp8_4vars_0ite_unsat.smt2,0.043,2.366,Error: ../smt-lib/QF_LIA/rings/ring_2exp8_4vars_0ite_unsat.smt2 la_generic: unexpected result 3.463492032024078,363,2022-05-08 12:06:59
../smt-lib/QF_LIA/rings/ring_2exp10_8vars_0ite_unsat.smt2,0.062,3.092,Error: ../smt-lib/QF_LIA/rings/ring_2exp10_8vars_0ite_unsat.smt2 la_generic: unexpected result 7.006820547976531,799,2022-05-08 12:07:03
../smt-lib/QF_LIA/rings/ring_2exp4_3vars_0ite_unsat.smt2,0.038,2.027,Error: ../smt-lib/QF_LIA/rings/ring_2exp4_3vars_0ite_unsat.smt2 la_generic: unexpected result 2.5525310619268566,254,2022-05-08 12:06:58
../smt-lib/QF_LIA/rings/ring_2exp8_7vars_0ite_unsat.smt2,0.055,2.982,Error: ../smt-lib/QF_LIA/rings/ring_2exp8_7vars_0ite_unsat.smt2 la_generic: unexpected result 5.7177029949380085,690,2022-05-08 12:07:02
../smt-lib/QF_LIA/rings/ring_2exp14_8vars_0ite_unsat.smt2,0.073,3.284,Error: ../smt-lib/QF_LIA/rings/ring_2exp14_8vars_0ite_unsat.smt2 la_generic: unexpected result 7.366361950989813,799,2022-05-08 12:07:04
../smt-lib/QF_LIA/rings/ring_2exp10_7vars_0ite_unsat.smt2,0.056,2.965,Error: ../smt-lib/QF_LIA/rings/ring_2exp10_7vars_0ite_unsat.smt2 la_generic: unexpected result 6.6250146579695866,690,2022-05-08 12:07:03
../smt-lib/QF_LIA/rings/ring_2exp6_4vars_3ite_unsat.smt2,0.930,3.483,Error: ../smt-lib/QF_LIA/rings/ring_2exp6_4vars_3ite_unsat.smt2 currently lia_generic is not supported 5.323934520944022,1019,2022-05-08 12:07:05
../smt-lib/QF_LIA/rings/ring_2exp4_6vars_1ite_unsat.smt2,51.074,43.932,Error: ../smt-lib/QF_LIA/rings/ring_2exp4_6vars_1ite_unsat.smt2 la_generic: unexpected result 3.6457310270052403,9316,2022-05-08 12:09:12
../smt-lib/QF_LIA/rings/ring_2exp10_3vars_0ite_unsat.smt2,0.047,2.091,Error: ../smt-lib/QF_LIA/rings/ring_2exp10_3vars_0ite_unsat.smt2 la_generic: unexpected result 2.56092511897441,254,2022-05-08 12:06:58
../smt-lib/QF_LIA/rings/ring_2exp6_3vars_2ite_unsat.smt2,0.056,2.428,Error: ../smt-lib/QF_LIA/rings/ring_2exp6_3vars_2ite_unsat.smt2 currently lia_generic is not supported 3.786060460959561,476,2022-05-08 12:07:00
../smt-lib/QF_LIA/rings/ring_2exp14_3vars_0ite_unsat.smt2,0.045,2.056,Error: ../smt-lib/QF_LIA/rings/ring_2exp14_3vars_0ite_unsat.smt2 la_generic: unexpected result 3.0835855200421065,254,2022-05-08 12:06:58
../smt-lib/QF_LIA/rings/ring_2exp10_6vars_0ite_unsat.smt2,0.055,2.782,Error: ../smt-lib/QF_LIA/rings/ring_2exp10_6vars_0ite_unsat.smt2 la_generic: unexpected result 5.048643714049831,581,2022-05-08 12:07:01
../smt-lib/QF_LIA/rings/ring_2exp4_6vars_0ite_unsat.smt2,0.056,2.943,Error: ../smt-lib/QF_LIA/rings/ring_2exp4_6vars_0ite_unsat.smt2 la_generic: unexpected result 5.620143715990707,581,2022-05-08 12:07:02
../smt-lib/QF_LIA/rings/ring_2exp6_9vars_0ite_unsat.smt2,0.071,2.983,Error: ../smt-lib/QF_LIA/rings/ring_2exp6_9vars_0ite_unsat.smt2 la_generic: unexpected result 7.05626674904488,908,2022-05-08 12:07:03
../smt-lib/QF_LIA/rings/ring_2exp6_7vars_0ite_unsat.smt2,0.055,2.817,Error: ../smt-lib/QF_LIA/rings/ring_2exp6_7vars_0ite_unsat.smt2 la_generic: unexpected result 5.428233525017276,690,2022-05-08 12:07:02
../smt-lib/QF_LIA/rings/ring_2exp16_5vars_0ite_unsat.smt2,0.050,2.521,Error: ../smt-lib/QF_LIA/rings/ring_2exp16_5vars_0ite_unsat.smt2 la_generic: unexpected result 4.333089067018591,472,2022-05-08 12:07:00
../smt-lib/QF_LIA/rings/ring_2exp14_9vars_0ite_unsat.smt2,0.068,3.515,Error: ../smt-lib/QF_LIA/rings/ring_2exp14_9vars_0ite_unsat.smt2 la_generic: unexpected result 9.10414208797738,908,2022-05-08 12:07:06
../smt-lib/QF_LIA/rings/ring_2exp14_5vars_0ite_unsat.smt2,0.050,2.570,Error: ../smt-lib/QF_LIA/rings/ring_2exp14_5vars_0ite_unsat.smt2 la_generic: unexpected result 4.866912884986959,472,2022-05-08 12:07:01
../smt-lib/QF_LIA/rings/ring_2exp4_9vars_0ite_unsat.smt2,0.063,3.265,Error: ../smt-lib/QF_LIA/rings/ring_2exp4_9vars_0ite_unsat.smt2 la_generic: unexpected result 7.717159728053957,908,2022-05-08 12:07:04
../smt-lib/QF_LIA/rings/ring_2exp4_4vars_2ite_unsat.smt2,0.739,2.659,Error: ../smt-lib/QF_LIA/rings/ring_2exp4_4vars_2ite_unsat.smt2 currently lia_generic is not supported 4.280927567044273,581,2022-05-08 12:07:02
../smt-lib/QF_LIA/rings/ring_2exp4_5vars_4ite_unsat.smt2,13.469,20.393,Error: ../smt-lib/QF_LIA/rings/ring_2exp4_5vars_4ite_unsat.smt2 currently lia_generic is not supported 7.76543466700241,4146,2022-05-08 12:07:45
../smt-lib/QF_LIA/rings/ring_2exp12_9vars_0ite_unsat.smt2,0.071,3.302,Error: ../smt-lib/QF_LIA/rings/ring_2exp12_9vars_0ite_unsat.smt2 la_generic: unexpected result 7.976480385987088,908,2022-05-08 12:07:05
../smt-lib/QF_LIA/rings/ring_2exp4_3vars_2ite_unsat.smt2,0.057,2.416,Error: ../smt-lib/QF_LIA/rings/ring_2exp4_3vars_2ite_unsat.smt2 currently lia_generic is not supported 3.865324398037046,476,2022-05-08 12:07:00
../smt-lib/QF_LIA/rings/ring_2exp12_4vars_0ite_unsat.smt2,0.047,2.393,Error: ../smt-lib/QF_LIA/rings/ring_2exp12_4vars_0ite_unsat.smt2 la_generic: unexpected result 3.35808789904695,363,2022-05-08 12:06:59
../smt-lib/QF_LIA/rings/ring_2exp4_6vars_5ite_unsat.smt2,71.862,PARSING ERROR (HolPy) Timeout,,,2022-05-08 12:10:00
../smt-lib/QF_LIA/rings/ring_2exp16_4vars_3ite_unsat.smt2,16.811,4.313,Error: ../smt-lib/QF_LIA/rings/ring_2exp16_4vars_3ite_unsat.smt2 currently lia_generic is not supported 7.161314398050308,1684,2022-05-08 12:07:38
../smt-lib/QF_LIA/rings/ring_2exp8_3vars_1ite_unsat.smt2,0.263,2.331,Error: ../smt-lib/QF_LIA/rings/ring_2exp8_3vars_1ite_unsat.smt2 currently lia_generic is not supported 3.449614800978452,420,2022-05-08 12:06:59
../smt-lib/QF_LIA/rings/ring_2exp16_3vars_2ite_unsat.smt2,0.169,2.389,Error: ../smt-lib/QF_LIA/rings/ring_2exp16_3vars_2ite_unsat.smt2 currently lia_generic is not supported 4.022523378022015,480,2022-05-08 12:07:00
../smt-lib/QF_LIA/rings/ring_2exp4_8vars_0ite_unsat.smt2,0.086,3.103,Error: ../smt-lib/QF_LIA/rings/ring_2exp4_8vars_0ite_unsat.smt2 la_generic: unexpected result 6.938897997955792,799,2022-05-08 12:07:03
../smt-lib/QF_LIA/rings/ring_2exp8_3vars_2ite_unsat.smt2,0.061,2.370,Error: ../smt-lib/QF_LIA/rings/ring_2exp8_3vars_2ite_unsat.smt2 currently lia_generic is not supported 3.662989146076143,476,2022-05-08 12:06:59
../smt-lib/QF_LIA/rings/ring_2exp4_4vars_3ite_unsat.smt2,0.538,3.141,Error: ../smt-lib/QF_LIA/rings/ring_2exp4_4vars_3ite_unsat.smt2 currently lia_generic is not supported 5.2574095639865845,1018,2022-05-08 12:07:03
../smt-lib/QF_LIA/rings/ring_2exp10_3vars_1ite_unsat.smt2,0.236,2.618,Error: ../smt-lib/QF_LIA/rings/ring_2exp10_3vars_1ite_unsat.smt2 currently lia_generic is not supported 3.6887060140725225,683,2022-05-08 12:07:00
../smt-lib/QF_LIA/rings/ring_2exp4_5vars_0ite_unsat.smt2,0.071,2.476,Error: ../smt-lib/QF_LIA/rings/ring_2exp4_5vars_0ite_unsat.smt2 la_generic: unexpected result 4.302230502013117,472,2022-05-08 12:07:00
../smt-lib/QF_LIA/rings/ring_2exp4_4vars_0ite_unsat.smt2,0.054,2.468,Error: ../smt-lib/QF_LIA/rings/ring_2exp4_4vars_0ite_unsat.smt2 la_generic: unexpected result 3.3224332600366324,363,2022-05-08 12:06:59
../smt-lib/QF_LIA/rings/ring_2exp14_4vars_3ite_unsat.smt2,UNKNOWN PROOF (veriT),,,,2022-05-08 12:07:53
../smt-lib/QF_LIA/rings/ring_2exp10_5vars_0ite_unsat.smt2,0.073,2.672,Error: ../smt-lib/QF_LIA/rings/ring_2exp10_5vars_0ite_unsat.smt2 la_generic: unexpected result 4.1297714749816805,472,2022-05-08 12:07:00
../smt-lib/QF_LIA/rings/ring_2exp6_4vars_0ite_unsat.smt2,0.058,2.211,Error: ../smt-lib/QF_LIA/rings/ring_2exp6_4vars_0ite_unsat.smt2 la_generic: unexpected result 3.2113050729967654,363,2022-05-08 12:06:59
../smt-lib/QF_LIA/rings/ring_2exp14_3vars_2ite_unsat.smt2,0.225,2.246,Error: ../smt-lib/QF_LIA/rings/ring_2exp14_3vars_2ite_unsat.smt2 currently lia_generic is not supported 3.9594106370350346,453,2022-05-08 12:07:00
../smt-lib/QF_LIA/rings/ring_2exp12_8vars_0ite_unsat.smt2,0.064,3.103,Error: ../smt-lib/QF_LIA/rings/ring_2exp12_8vars_0ite_unsat.smt2 la_generic: unexpected result 7.4326873160898685,799,2022-05-08 12:07:04
../smt-lib/QF_LIA/rings/ring_2exp10_4vars_0ite_unsat.smt2,0.057,2.249,Error: ../smt-lib/QF_LIA/rings/ring_2exp10_4vars_0ite_unsat.smt2 la_generic: unexpected result 3.399413823033683,363,2022-05-08 12:06:59
../smt-lib/QF_LIA/rings/ring_2exp6_6vars_0ite_unsat.smt2,0.078,2.630,Error: ../smt-lib/QF_LIA/rings/ring_2exp6_6vars_0ite_unsat.smt2 la_generic: unexpected result 5.641526319086552,581,2022-05-08 12:07:02
../smt-lib/QF_LIA/rings/ring_2exp12_5vars_0ite_unsat.smt2,0.070,2.316,Error: ../smt-lib/QF_LIA/rings/ring_2exp12_5vars_0ite_unsat.smt2 la_generic: unexpected result 3.9957667940761894,472,2022-05-08 12:07:00
../smt-lib/QF_LIA/rings/ring_2exp14_4vars_1ite_unsat.smt2,UNKNOWN PROOF (veriT),,,,2022-05-08 12:07:28
../smt-lib/QF_LIA/rings/ring_2exp8_9vars_0ite_unsat.smt2,0.081,3.480,Error: ../smt-lib/QF_LIA/rings/ring_2exp8_9vars_0ite_unsat.smt2 la_generic: unexpected result 8.766798514989205,908,2022-05-08 12:07:06
../smt-lib/QF_LIA/rings/ring_2exp12_7vars_0ite_unsat.smt2,0.076,3.022,Error: ../smt-lib/QF_LIA/rings/ring_2exp12_7vars_0ite_unsat.smt2 la_generic: unexpected result 6.685163555899635,690,2022-05-08 12:07:03
../smt-lib/QF_LIA/rings/ring_2exp4_4vars_1ite_unsat.smt2,0.620,2.714,Error: ../smt-lib/QF_LIA/rings/ring_2exp4_4vars_1ite_unsat.smt2 currently lia_generic is not supported 3.9979492999846116,682,2022-05-08 12:07:01
../smt-lib/QF_LIA/rings/ring_2exp6_3vars_1ite_unsat.smt2,0.099,2.167,Error: ../smt-lib/QF_LIA/rings/ring_2exp6_3vars_1ite_unsat.smt2 currently lia_generic is not supported 3.2928869388997555,420,2022-05-08 12:06:59
../smt-lib/QF_LIA/rings/ring_2exp16_8vars_0ite_unsat.smt2,0.077,3.018,Error: ../smt-lib/QF_LIA/rings/ring_2exp16_8vars_0ite_unsat.smt2 la_generic: unexpected result 7.293727304087952,799,2022-05-08 12:07:04
../smt-lib/QF_LIA/rings/ring_2exp14_7vars_0ite_unsat.smt2,0.076,2.813,Error: ../smt-lib/QF_LIA/rings/ring_2exp14_7vars_0ite_unsat.smt2 la_generic: unexpected result 6.106654405943118,690,2022-05-08 12:07:02
../smt-lib/QF_LIA/rings/ring_2exp8_4vars_3ite_unsat.smt2,3.615,7.401,Error: ../smt-lib/QF_LIA/rings/ring_2exp8_4vars_3ite_unsat.smt2 currently lia_generic is not supported 4.706580147030763,1018,2022-05-08 12:07:12
../smt-lib/QF_LIA/rings/ring_2exp8_4vars_2ite_unsat.smt2,4.533,7.968,Error: ../smt-lib/QF_LIA/rings/ring_2exp8_4vars_2ite_unsat.smt2 currently lia_generic is not supported 4.616198019008152,581,2022-05-08 12:07:15
../smt-lib/QF_LIA/rings/ring_2exp14_3vars_1ite_unsat.smt2,0.357,2.283,Error: ../smt-lib/QF_LIA/rings/ring_2exp14_3vars_1ite_unsat.smt2 currently lia_generic is not supported 3.5832048489246517,455,2022-05-08 12:07:00
../smt-lib/QF_LIA/rings/ring_2exp8_4vars_1ite_unsat.smt2,3.757,7.090,Error: ../smt-lib/QF_LIA/rings/ring_2exp8_4vars_1ite_unsat.smt2 currently lia_generic is not supported 4.16266298701521,666,2022-05-08 12:07:12
../smt-lib/QF_LIA/wisa/wisa2.smt2,1.669,7.650,Proofterm: 134.603,9800,2022-05-08 12:09:18
../smt-lib/QF_LIA/nec-smt/small/int_from_list/prp-4-19.smt2,0.230,4.951,Error: ../smt-lib/QF_LIA/nec-smt/small/int_from_list/prp-4-19.smt2 Timeout 300.0157336720731,3585,2022-05-08 12:11:59
../smt-lib/QF_LIA/nec-smt/small/int_from_list/prp-16-23.smt2,13.783,7.279,Error: ../smt-lib/QF_LIA/nec-smt/small/int_from_list/prp-16-23.smt2 Timeout 899.1856115540722,10011,2022-05-08 12:22:29
../smt-lib/QF_LIA/nec-smt/small/int_from_list/prp-6-23.smt2,14.431,6.584,Error: ../smt-lib/QF_LIA/nec-smt/small/int_from_list/prp-6-23.smt2 Timeout 300.01589986495674,10357,2022-05-08 12:12:26
../smt-lib/QF_LIA/nec-smt/small/int_from_list/prp-3-21.smt2,1.072,5.513,Error: ../smt-lib/QF_LIA/nec-smt/small/int_from_list/prp-3-21.smt2 Timeout 300.1049808759708,4049,2022-05-08 12:12:03
../smt-lib/QF_LIA/nec-smt/small/int_from_list/prp-2-17.smt2,0.136,4.337,Error: ../smt-lib/QF_LIA/nec-smt/small/int_from_list/prp-2-17.smt2 Timeout 921.8138238589745,2037,2022-05-08 12:22:20
../smt-lib/QF_LIA/nec-smt/small/int_from_list/prp-3-18.smt2,0.160,4.606,Error: ../smt-lib/QF_LIA/nec-smt/small/int_from_list/prp-3-18.smt2 Timeout 300.0082285470562,2730,2022-05-08 12:11:58
../smt-lib/QF_LIA/nec-smt/small/int_from_list/prp-5-21.smt2,1.295,4.984,Error: ../smt-lib/QF_LIA/nec-smt/small/int_from_list/prp-5-21.smt2 Timeout 300.03350308490917,4090,2022-05-08 12:12:02
../smt-lib/QF_LIA/nec-smt/small/int_from_list/prp-5-20.smt2,1.472,4.744,Error: ../smt-lib/QF_LIA/nec-smt/small/int_from_list/prp-5-20.smt2 Timeout 300.00820669007953,4639,2022-05-08 12:12:01
../smt-lib/QF_LIA/nec-smt/small/int_from_list/prp-5-23.smt2,11.854,6.349,Error: ../smt-lib/QF_LIA/nec-smt/small/int_from_list/prp-5-23.smt2 Timeout 331.8470304440707,6509,2022-05-08 12:12:49
../smt-lib/QF_LIA/nec-smt/small/int_from_list/prp-2-19.smt2,0.209,4.677,Error: ../smt-lib/QF_LIA/nec-smt/small/int_from_list/prp-2-19.smt2 Timeout 300.0079800289823,3129,2022-05-08 12:11:58
