filename,Solve,Parse,ProofTerm,Steps
../smt-lib/QF_LIA/CIRC/multiplier/MULTIPLIER_8.msat.smt2,81.675,PARSING ERROR (HolPy) Timeout,,,2022-05-08 12:35:44
../smt-lib/QF_LIA/CIRC/multiplier/MULTIPLIER_6.msat.smt2,1.436,57.531,Error: ../smt-lib/QF_LIA/CIRC/multiplier/MULTIPLIER_6.msat.smt2 Timeout 300.03445883095264,21467,2022-05-08 12:38:57
../smt-lib/QF_LIA/CIRC/multiplier/MULTIPLIER_3.msat.smt2,0.086,1.748,Proofterm: 27.807,622,2022-05-08 12:33:27
../smt-lib/QF_LIA/CIRC/multiplier/MULTIPLIER_2.msat.smt2,0.079,1.370,Proofterm: 4.868,292,2022-05-08 12:33:04
../smt-lib/QF_LIA/pidgeons/pigeon-hole-3.smt2,0.082,0.924,Proofterm: 0.158,21,2022-05-08 12:32:58
../smt-lib/QF_LIA/pidgeons/pigeon-hole-6.smt2,0.075,0.942,Proofterm: 0.282,36,2022-05-08 12:32:59
../smt-lib/QF_LIA/pidgeons/pigeon-hole-11.smt2,0.078,0.966,Proofterm: 1.482,61,2022-05-08 12:33:00
../smt-lib/QF_LIA/pidgeons/pigeon-hole-8.smt2,0.077,1.000,Proofterm: 0.632,46,2022-05-08 12:32:59
../smt-lib/QF_LIA/pidgeons/pigeon-hole-13.smt2,0.076,0.915,Proofterm: 3.692,71,2022-05-08 12:33:02
../smt-lib/QF_LIA/pidgeons/pigeon-hole-2.smt2,0.075,0.904,Proofterm: 0.092,16,2022-05-08 12:32:58
../smt-lib/QF_LIA/pidgeons/pigeon-hole-17.smt2,0.074,0.983,Proofterm: 7.321,91,2022-05-08 12:33:06
../smt-lib/QF_LIA/pidgeons/pigeon-hole-9.smt2,0.075,0.761,Proofterm: 0.756,51,2022-05-08 12:32:59
../smt-lib/QF_LIA/pidgeons/pigeon-hole-15.smt2,0.074,1.001,Proofterm: 4.347,81,2022-05-08 12:33:03
../smt-lib/QF_LIA/pidgeons/pigeon-hole-20.smt2,0.079,1.046,Proofterm: 17.127,106,2022-05-08 12:33:16
../smt-lib/QF_LIA/pidgeons/pigeon-hole-16.smt2,0.081,1.073,Proofterm: 6.070,86,2022-05-08 12:33:05
../smt-lib/QF_LIA/pidgeons/pigeon-hole-4.smt2,0.081,0.862,Proofterm: 0.294,26,2022-05-08 12:32:59
../smt-lib/QF_LIA/pidgeons/pigeon-hole-5.smt2,0.080,0.945,Proofterm: 0.248,31,2022-05-08 12:32:59
../smt-lib/QF_LIA/pidgeons/pigeon-hole-18.smt2,0.072,1.000,Proofterm: 10.067,96,2022-05-08 12:33:09
../smt-lib/QF_LIA/pidgeons/pigeon-hole-19.smt2,0.071,0.977,Proofterm: 12.390,101,2022-05-08 12:33:11
../smt-lib/QF_LIA/pidgeons/pigeon-hole-10.smt2,0.072,0.953,Proofterm: 1.019,56,2022-05-08 12:32:59
../smt-lib/QF_LIA/pidgeons/pigeon-hole-12.smt2,0.058,0.871,Proofterm: 2.247,66,2022-05-08 12:33:01
../smt-lib/QF_LIA/pidgeons/pigeon-hole-7.smt2,0.061,1.003,Proofterm: 0.494,41,2022-05-08 12:32:59
../smt-lib/QF_LIA/pidgeons/pigeon-hole-14.smt2,0.048,0.988,Proofterm: 3.635,76,2022-05-08 12:33:02
../smt-lib/QF_LIA/dillig/25-31.smt2,0.210,3.118,Error: ../smt-lib/QF_LIA/dillig/25-31.smt2 currently lia_generic is not supported 18.707448711036704,2941,2022-05-08 12:33:19
../smt-lib/QF_LIA/dillig/25-22.smt2,0.107,2.739,Error: ../smt-lib/QF_LIA/dillig/25-22.smt2 currently lia_generic is not supported 11.598227260983549,2389,2022-05-08 12:33:12
../smt-lib/QF_LIA/dillig/20-14.smt2,2.726,2.118,Error: ../smt-lib/QF_LIA/dillig/20-14.smt2 currently lia_generic is not supported 5.832657536957413,1488,2022-05-08 12:33:11
../smt-lib/QF_LIA/rings/ring_2exp12_4vars_3ite_unsat.smt2,UNKNOWN PROOF (veriT),,,,2022-05-08 12:33:22
../smt-lib/QF_LIA/rings/ring_2exp10_9vars_0ite_unsat.smt2,0.089,2.336,Error: ../smt-lib/QF_LIA/rings/ring_2exp10_9vars_0ite_unsat.smt2 la_generic: unexpected result 12.635495510068722,908,2022-05-08 12:33:12
../smt-lib/QF_LIA/rings/ring_2exp16_3vars_1ite_unsat.smt2,0.264,1.529,Error: ../smt-lib/QF_LIA/rings/ring_2exp16_3vars_1ite_unsat.smt2 currently lia_generic is not supported 1.4891431570285931,427,2022-05-08 12:33:01
../smt-lib/QF_LIA/rings/ring_2exp14_4vars_0ite_unsat.smt2,0.044,1.699,Error: ../smt-lib/QF_LIA/rings/ring_2exp14_4vars_0ite_unsat.smt2 la_generic: unexpected result 2.841757260961458,363,2022-05-08 12:33:02
../smt-lib/QF_LIA/rings/ring_2exp6_4vars_2ite_unsat.smt2,1.037,11.102,Error: ../smt-lib/QF_LIA/rings/ring_2exp6_4vars_2ite_unsat.smt2 currently lia_generic is not supported 2.5046958279563114,581,2022-05-08 12:33:13
../smt-lib/QF_LIA/rings/ring_2exp4_6vars_3ite_unsat.smt2,52.928,PARSING ERROR (HolPy) Timeout,,,2022-05-08 12:35:28
../smt-lib/QF_LIA/rings/ring_2exp4_6vars_2ite_unsat.smt2,74.569,PARSING ERROR (HolPy) Timeout,,,2022-05-08 12:36:08
../smt-lib/QF_LIA/rings/ring_2exp8_3vars_0ite_unsat.smt2,0.044,1.237,Error: ../smt-lib/QF_LIA/rings/ring_2exp8_3vars_0ite_unsat.smt2 la_generic: unexpected result 1.0681693530641496,254,2022-05-08 12:33:00
../smt-lib/QF_LIA/rings/ring_2exp14_6vars_0ite_unsat.smt2,0.052,1.883,Error: ../smt-lib/QF_LIA/rings/ring_2exp14_6vars_0ite_unsat.smt2 la_generic: unexpected result 5.432695701951161,581,2022-05-08 12:33:05
../smt-lib/QF_LIA/rings/ring_2exp6_5vars_0ite_unsat.smt2,0.053,1.524,Error: ../smt-lib/QF_LIA/rings/ring_2exp6_5vars_0ite_unsat.smt2 la_generic: unexpected result 2.8464776260079816,472,2022-05-08 12:33:02
../smt-lib/QF_LIA/rings/ring_2exp6_3vars_0ite_unsat.smt2,0.046,1.183,Error: ../smt-lib/QF_LIA/rings/ring_2exp6_3vars_0ite_unsat.smt2 la_generic: unexpected result 1.0584017139626667,254,2022-05-08 12:33:00
../smt-lib/QF_LIA/rings/ring_2exp4_5vars_3ite_unsat.smt2,10.053,PARSING ERROR (HolPy) Timeout,,,2022-05-08 12:34:13
../smt-lib/QF_LIA/rings/ring_2exp8_8vars_0ite_unsat.smt2,0.073,2.209,Error: ../smt-lib/QF_LIA/rings/ring_2exp8_8vars_0ite_unsat.smt2 la_generic: unexpected result 8.826202501077205,799,2022-05-08 12:33:08
../smt-lib/QF_LIA/rings/ring_2exp12_3vars_2ite_unsat.smt2,0.245,1.336,Error: ../smt-lib/QF_LIA/rings/ring_2exp12_3vars_2ite_unsat.smt2 currently lia_generic is not supported 1.5819809269160032,453,2022-05-08 12:33:01
../smt-lib/QF_LIA/rings/ring_2exp8_6vars_0ite_unsat.smt2,0.057,1.797,Error: ../smt-lib/QF_LIA/rings/ring_2exp8_6vars_0ite_unsat.smt2 la_generic: unexpected result 4.832159176003188,581,2022-05-08 12:33:04
../smt-lib/QF_LIA/rings/ring_2exp16_3vars_0ite_unsat.smt2,0.049,1.269,Error: ../smt-lib/QF_LIA/rings/ring_2exp16_3vars_0ite_unsat.smt2 la_generic: unexpected result 1.4634519109968096,254,2022-05-08 12:33:00
../smt-lib/QF_LIA/rings/ring_2exp16_4vars_0ite_unsat.smt2,0.054,1.516,Error: ../smt-lib/QF_LIA/rings/ring_2exp16_4vars_0ite_unsat.smt2 la_generic: unexpected result 2.5144085130887106,363,2022-05-08 12:33:01
../smt-lib/QF_LIA/rings/ring_2exp4_3vars_1ite_unsat.smt2,0.100,1.390,Error: ../smt-lib/QF_LIA/rings/ring_2exp4_3vars_1ite_unsat.smt2 currently lia_generic is not supported 1.1338897589594126,420,2022-05-08 12:33:00
../smt-lib/QF_LIA/rings/ring_2exp16_9vars_0ite_unsat.smt2,0.087,2.611,Error: ../smt-lib/QF_LIA/rings/ring_2exp16_9vars_0ite_unsat.smt2 la_generic: unexpected result 15.048719432088546,908,2022-05-08 12:33:15
../smt-lib/QF_LIA/rings/ring_2exp4_5vars_2ite_unsat.smt2,11.935,PARSING ERROR (HolPy) Timeout,,,2022-05-08 12:34:23
../smt-lib/QF_LIA/rings/ring_2exp10_3vars_2ite_unsat.smt2,0.077,1.674,Error: ../smt-lib/QF_LIA/rings/ring_2exp10_3vars_2ite_unsat.smt2 currently lia_generic is not supported 1.4424429079517722,476,2022-05-08 12:33:01
../smt-lib/QF_LIA/rings/ring_2exp12_3vars_1ite_unsat.smt2,0.352,1.220,Error: ../smt-lib/QF_LIA/rings/ring_2exp12_3vars_1ite_unsat.smt2 currently lia_generic is not supported 1.2837167880497873,455,2022-05-08 12:33:00
../smt-lib/QF_LIA/rings/ring_2exp6_8vars_0ite_unsat.smt2,0.061,2.309,Error: ../smt-lib/QF_LIA/rings/ring_2exp6_8vars_0ite_unsat.smt2 la_generic: unexpected result 8.034923093975522,799,2022-05-08 12:33:08
../smt-lib/QF_LIA/rings/ring_2exp12_6vars_0ite_unsat.smt2,0.063,1.660,Error: ../smt-lib/QF_LIA/rings/ring_2exp12_6vars_0ite_unsat.smt2 la_generic: unexpected result 5.036067296052352,581,2022-05-08 12:33:04
../smt-lib/QF_LIA/rings/ring_2exp10_4vars_2ite_unsat.smt2,74.334,PARSING ERROR (HolPy) Timeout,,,2022-05-08 12:36:35
../smt-lib/QF_LIA/rings/ring_2exp12_3vars_0ite_unsat.smt2,0.069,1.159,Error: ../smt-lib/QF_LIA/rings/ring_2exp12_3vars_0ite_unsat.smt2 la_generic: unexpected result 1.2610311119351536,254,2022-05-08 12:33:00
../smt-lib/QF_LIA/rings/ring_2exp4_7vars_0ite_unsat.smt2,0.066,1.606,Error: ../smt-lib/QF_LIA/rings/ring_2exp4_7vars_0ite_unsat.smt2 la_generic: unexpected result 4.875038486090489,690,2022-05-08 12:33:04
../smt-lib/QF_LIA/rings/ring_2exp6_4vars_1ite_unsat.smt2,1.368,14.576,Error: ../smt-lib/QF_LIA/rings/ring_2exp6_4vars_1ite_unsat.smt2 currently lia_generic is not supported 2.4213574059540406,670,2022-05-08 12:33:17
../smt-lib/QF_LIA/rings/ring_2exp16_7vars_0ite_unsat.smt2,0.069,2.127,Error: ../smt-lib/QF_LIA/rings/ring_2exp16_7vars_0ite_unsat.smt2 la_generic: unexpected result 8.512435878976248,690,2022-05-08 12:33:08
../smt-lib/QF_LIA/rings/ring_2exp16_6vars_0ite_unsat.smt2,0.048,1.702,Error: ../smt-lib/QF_LIA/rings/ring_2exp16_6vars_0ite_unsat.smt2 la_generic: unexpected result 5.285100289969705,581,2022-05-08 12:33:04
../smt-lib/QF_LIA/rings/ring_2exp8_5vars_0ite_unsat.smt2,0.050,1.653,Error: ../smt-lib/QF_LIA/rings/ring_2exp8_5vars_0ite_unsat.smt2 la_generic: unexpected result 3.2280544289387763,472,2022-05-08 12:33:02
../smt-lib/QF_LIA/rings/ring_2exp8_4vars_0ite_unsat.smt2,0.053,1.293,Error: ../smt-lib/QF_LIA/rings/ring_2exp8_4vars_0ite_unsat.smt2 la_generic: unexpected result 2.017158706090413,363,2022-05-08 12:33:01
../smt-lib/QF_LIA/rings/ring_2exp10_8vars_0ite_unsat.smt2,0.074,2.017,Error: ../smt-lib/QF_LIA/rings/ring_2exp10_8vars_0ite_unsat.smt2 la_generic: unexpected result 9.871333249961026,799,2022-05-08 12:33:09
../smt-lib/QF_LIA/rings/ring_2exp4_3vars_0ite_unsat.smt2,0.049,0.937,Error: ../smt-lib/QF_LIA/rings/ring_2exp4_3vars_0ite_unsat.smt2 la_generic: unexpected result 1.1076414349954575,254,2022-05-08 12:32:59
../smt-lib/QF_LIA/rings/ring_2exp8_7vars_0ite_unsat.smt2,0.064,1.748,Error: ../smt-lib/QF_LIA/rings/ring_2exp8_7vars_0ite_unsat.smt2 la_generic: unexpected result 6.645252739079297,690,2022-05-08 12:33:06
../smt-lib/QF_LIA/rings/ring_2exp14_8vars_0ite_unsat.smt2,0.074,2.479,Error: ../smt-lib/QF_LIA/rings/ring_2exp14_8vars_0ite_unsat.smt2 la_generic: unexpected result 10.102159371948801,799,2022-05-08 12:33:10
../smt-lib/QF_LIA/rings/ring_2exp10_7vars_0ite_unsat.smt2,0.077,1.834,Error: ../smt-lib/QF_LIA/rings/ring_2exp10_7vars_0ite_unsat.smt2 la_generic: unexpected result 7.939990081009455,690,2022-05-08 12:33:07
../smt-lib/QF_LIA/rings/ring_2exp6_4vars_3ite_unsat.smt2,0.876,10.634,Error: ../smt-lib/QF_LIA/rings/ring_2exp6_4vars_3ite_unsat.smt2 currently lia_generic is not supported 3.153628422995098,1019,2022-05-08 12:33:14
../smt-lib/QF_LIA/rings/ring_2exp4_6vars_1ite_unsat.smt2,54.443,PARSING ERROR (HolPy) Timeout,,,2022-05-08 12:35:31
../smt-lib/QF_LIA/rings/ring_2exp10_3vars_0ite_unsat.smt2,0.061,1.289,Error: ../smt-lib/QF_LIA/rings/ring_2exp10_3vars_0ite_unsat.smt2 la_generic: unexpected result 1.19169744302053,254,2022-05-08 12:33:00
../smt-lib/QF_LIA/rings/ring_2exp6_3vars_2ite_unsat.smt2,0.068,1.421,Error: ../smt-lib/QF_LIA/rings/ring_2exp6_3vars_2ite_unsat.smt2 currently lia_generic is not supported 1.293091585044749,476,2022-05-08 12:33:00
../smt-lib/QF_LIA/rings/ring_2exp14_3vars_0ite_unsat.smt2,0.052,1.375,Error: ../smt-lib/QF_LIA/rings/ring_2exp14_3vars_0ite_unsat.smt2 la_generic: unexpected result 1.2639332889812067,254,2022-05-08 12:33:00
../smt-lib/QF_LIA/rings/ring_2exp10_6vars_0ite_unsat.smt2,0.068,1.971,Error: ../smt-lib/QF_LIA/rings/ring_2exp10_6vars_0ite_unsat.smt2 la_generic: unexpected result 5.1773504060693085,581,2022-05-08 12:33:05
../smt-lib/QF_LIA/rings/ring_2exp4_6vars_0ite_unsat.smt2,0.070,1.609,Error: ../smt-lib/QF_LIA/rings/ring_2exp4_6vars_0ite_unsat.smt2 la_generic: unexpected result 4.19218800694216,581,2022-05-08 12:33:03
../smt-lib/QF_LIA/rings/ring_2exp6_9vars_0ite_unsat.smt2,0.080,2.166,Error: ../smt-lib/QF_LIA/rings/ring_2exp6_9vars_0ite_unsat.smt2 la_generic: unexpected result 10.687867089989595,908,2022-05-08 12:33:10
../smt-lib/QF_LIA/rings/ring_2exp6_7vars_0ite_unsat.smt2,0.101,1.764,Error: ../smt-lib/QF_LIA/rings/ring_2exp6_7vars_0ite_unsat.smt2 la_generic: unexpected result 5.77516238600947,690,2022-05-08 12:33:05
../smt-lib/QF_LIA/rings/ring_2exp16_5vars_0ite_unsat.smt2,0.068,1.567,Error: ../smt-lib/QF_LIA/rings/ring_2exp16_5vars_0ite_unsat.smt2 la_generic: unexpected result 5.1094129589619115,472,2022-05-08 12:33:04
../smt-lib/QF_LIA/rings/ring_2exp14_9vars_0ite_unsat.smt2,0.078,2.790,Error: ../smt-lib/QF_LIA/rings/ring_2exp14_9vars_0ite_unsat.smt2 la_generic: unexpected result 14.156765505089425,908,2022-05-08 12:33:14
../smt-lib/QF_LIA/rings/ring_2exp14_5vars_0ite_unsat.smt2,0.065,1.540,Error: ../smt-lib/QF_LIA/rings/ring_2exp14_5vars_0ite_unsat.smt2 la_generic: unexpected result 3.684719740995206,472,2022-05-08 12:33:03
../smt-lib/QF_LIA/rings/ring_2exp4_9vars_0ite_unsat.smt2,0.067,2.251,Error: ../smt-lib/QF_LIA/rings/ring_2exp4_9vars_0ite_unsat.smt2 la_generic: unexpected result 10.135846334975213,908,2022-05-08 12:33:10
../smt-lib/QF_LIA/rings/ring_2exp4_4vars_2ite_unsat.smt2,0.662,6.120,Error: ../smt-lib/QF_LIA/rings/ring_2exp4_4vars_2ite_unsat.smt2 currently lia_generic is not supported 2.238239731057547,581,2022-05-08 12:33:07
../smt-lib/QF_LIA/rings/ring_2exp4_5vars_4ite_unsat.smt2,13.891,PARSING ERROR (HolPy) Timeout,,,2022-05-08 12:34:20
../smt-lib/QF_LIA/rings/ring_2exp12_9vars_0ite_unsat.smt2,0.066,2.419,Error: ../smt-lib/QF_LIA/rings/ring_2exp12_9vars_0ite_unsat.smt2 la_generic: unexpected result 14.265138017944992,908,2022-05-08 12:33:14
../smt-lib/QF_LIA/rings/ring_2exp4_3vars_2ite_unsat.smt2,0.060,1.256,Error: ../smt-lib/QF_LIA/rings/ring_2exp4_3vars_2ite_unsat.smt2 currently lia_generic is not supported 1.1617954219691455,476,2022-05-08 12:33:00
../smt-lib/QF_LIA/rings/ring_2exp12_4vars_0ite_unsat.smt2,0.047,1.472,Error: ../smt-lib/QF_LIA/rings/ring_2exp12_4vars_0ite_unsat.smt2 la_generic: unexpected result 3.207083006040193,363,2022-05-08 12:33:02
../smt-lib/QF_LIA/rings/ring_2exp4_6vars_5ite_unsat.smt2,87.574,PARSING ERROR (HolPy) Timeout,,,2022-05-08 12:36:15
../smt-lib/QF_LIA/rings/ring_2exp16_4vars_3ite_unsat.smt2,16.349,9.983,Error: ../smt-lib/QF_LIA/rings/ring_2exp16_4vars_3ite_unsat.smt2 currently lia_generic is not supported 4.001403269008733,1684,2022-05-08 12:33:44
../smt-lib/QF_LIA/rings/ring_2exp8_3vars_1ite_unsat.smt2,0.331,3.706,Error: ../smt-lib/QF_LIA/rings/ring_2exp8_3vars_1ite_unsat.smt2 currently lia_generic is not supported 1.5214071699883789,420,2022-05-08 12:33:03
../smt-lib/QF_LIA/rings/ring_2exp16_3vars_2ite_unsat.smt2,0.147,1.424,Error: ../smt-lib/QF_LIA/rings/ring_2exp16_3vars_2ite_unsat.smt2 currently lia_generic is not supported 2.4618343010079116,480,2022-05-08 12:33:01
../smt-lib/QF_LIA/rings/ring_2exp4_8vars_0ite_unsat.smt2,0.073,1.960,Error: ../smt-lib/QF_LIA/rings/ring_2exp4_8vars_0ite_unsat.smt2 la_generic: unexpected result 7.1050137099809945,799,2022-05-08 12:33:07
../smt-lib/QF_LIA/rings/ring_2exp8_3vars_2ite_unsat.smt2,0.051,1.504,Error: ../smt-lib/QF_LIA/rings/ring_2exp8_3vars_2ite_unsat.smt2 currently lia_generic is not supported 1.4582337989704683,476,2022-05-08 12:33:00
../smt-lib/QF_LIA/rings/ring_2exp4_4vars_3ite_unsat.smt2,0.488,5.925,Error: ../smt-lib/QF_LIA/rings/ring_2exp4_4vars_3ite_unsat.smt2 currently lia_generic is not supported 3.0500382690224797,1018,2022-05-08 12:33:07
../smt-lib/QF_LIA/rings/ring_2exp10_3vars_1ite_unsat.smt2,0.260,2.053,Error: ../smt-lib/QF_LIA/rings/ring_2exp10_3vars_1ite_unsat.smt2 currently lia_generic is not supported 1.3740544099127874,683,2022-05-08 12:33:01
../smt-lib/QF_LIA/rings/ring_2exp4_5vars_0ite_unsat.smt2,0.059,1.342,Error: ../smt-lib/QF_LIA/rings/ring_2exp4_5vars_0ite_unsat.smt2 la_generic: unexpected result 2.244875045027584,472,2022-05-08 12:33:01
../smt-lib/QF_LIA/rings/ring_2exp4_4vars_0ite_unsat.smt2,0.068,1.347,Error: ../smt-lib/QF_LIA/rings/ring_2exp4_4vars_0ite_unsat.smt2 la_generic: unexpected result 1.639306262950413,363,2022-05-08 12:33:00
../smt-lib/QF_LIA/rings/ring_2exp14_4vars_3ite_unsat.smt2,UNKNOWN PROOF (veriT),,,,2022-05-08 12:33:59
../smt-lib/QF_LIA/rings/ring_2exp10_5vars_0ite_unsat.smt2,0.052,1.788,Error: ../smt-lib/QF_LIA/rings/ring_2exp10_5vars_0ite_unsat.smt2 la_generic: unexpected result 3.2548453740309924,472,2022-05-08 12:33:02
../smt-lib/QF_LIA/rings/ring_2exp6_4vars_0ite_unsat.smt2,0.063,1.505,Error: ../smt-lib/QF_LIA/rings/ring_2exp6_4vars_0ite_unsat.smt2 la_generic: unexpected result 1.5800736139062792,363,2022-05-08 12:33:01
../smt-lib/QF_LIA/rings/ring_2exp14_3vars_2ite_unsat.smt2,0.195,1.260,Error: ../smt-lib/QF_LIA/rings/ring_2exp14_3vars_2ite_unsat.smt2 currently lia_generic is not supported 1.8308712360449135,453,2022-05-08 12:33:01
../smt-lib/QF_LIA/rings/ring_2exp12_8vars_0ite_unsat.smt2,0.064,2.105,Error: ../smt-lib/QF_LIA/rings/ring_2exp12_8vars_0ite_unsat.smt2 la_generic: unexpected result 10.115590304951183,799,2022-05-08 12:33:10
../smt-lib/QF_LIA/rings/ring_2exp10_4vars_0ite_unsat.smt2,0.054,1.388,Error: ../smt-lib/QF_LIA/rings/ring_2exp10_4vars_0ite_unsat.smt2 la_generic: unexpected result 3.1893526510102674,363,2022-05-08 12:33:02
../smt-lib/QF_LIA/rings/ring_2exp6_6vars_0ite_unsat.smt2,0.053,1.717,Error: ../smt-lib/QF_LIA/rings/ring_2exp6_6vars_0ite_unsat.smt2 la_generic: unexpected result 4.111024999059737,581,2022-05-08 12:33:03
../smt-lib/QF_LIA/rings/ring_2exp12_5vars_0ite_unsat.smt2,0.057,1.604,Error: ../smt-lib/QF_LIA/rings/ring_2exp12_5vars_0ite_unsat.smt2 la_generic: unexpected result 3.4092897350201383,472,2022-05-08 12:33:02
../smt-lib/QF_LIA/rings/ring_2exp14_4vars_1ite_unsat.smt2,UNKNOWN PROOF (veriT),,,,2022-05-08 12:33:30
../smt-lib/QF_LIA/rings/ring_2exp8_9vars_0ite_unsat.smt2,0.063,2.581,Error: ../smt-lib/QF_LIA/rings/ring_2exp8_9vars_0ite_unsat.smt2 la_generic: unexpected result 11.895574360969476,908,2022-05-08 12:33:12
../smt-lib/QF_LIA/rings/ring_2exp12_7vars_0ite_unsat.smt2,0.044,1.780,Error: ../smt-lib/QF_LIA/rings/ring_2exp12_7vars_0ite_unsat.smt2 la_generic: unexpected result 8.582892799982801,690,2022-05-08 12:33:08
../smt-lib/QF_LIA/rings/ring_2exp4_4vars_1ite_unsat.smt2,0.631,6.212,Error: ../smt-lib/QF_LIA/rings/ring_2exp4_4vars_1ite_unsat.smt2 currently lia_generic is not supported 2.349467344931327,682,2022-05-08 12:33:07
../smt-lib/QF_LIA/rings/ring_2exp6_3vars_1ite_unsat.smt2,0.078,2.226,Error: ../smt-lib/QF_LIA/rings/ring_2exp6_3vars_1ite_unsat.smt2 currently lia_generic is not supported 1.3415275079896674,420,2022-05-08 12:33:01
../smt-lib/QF_LIA/rings/ring_2exp16_8vars_0ite_unsat.smt2,0.064,2.357,Error: ../smt-lib/QF_LIA/rings/ring_2exp16_8vars_0ite_unsat.smt2 la_generic: unexpected result 12.598883526981808,799,2022-05-08 12:33:12
../smt-lib/QF_LIA/rings/ring_2exp14_7vars_0ite_unsat.smt2,0.048,2.011,Error: ../smt-lib/QF_LIA/rings/ring_2exp14_7vars_0ite_unsat.smt2 la_generic: unexpected result 9.250481944996864,690,2022-05-08 12:33:09
../smt-lib/QF_LIA/rings/ring_2exp8_4vars_3ite_unsat.smt2,3.585,45.346,Error: ../smt-lib/QF_LIA/rings/ring_2exp8_4vars_3ite_unsat.smt2 currently lia_generic is not supported 3.3253194780554622,1018,2022-05-08 12:33:53
../smt-lib/QF_LIA/rings/ring_2exp8_4vars_2ite_unsat.smt2,4.390,53.296,Error: ../smt-lib/QF_LIA/rings/ring_2exp8_4vars_2ite_unsat.smt2 currently lia_generic is not supported 2.530460520996712,581,2022-05-08 12:34:02
../smt-lib/QF_LIA/rings/ring_2exp14_3vars_1ite_unsat.smt2,0.348,1.180,Error: ../smt-lib/QF_LIA/rings/ring_2exp14_3vars_1ite_unsat.smt2 currently lia_generic is not supported 1.4944551339140162,455,2022-05-08 12:33:01
../smt-lib/QF_LIA/rings/ring_2exp8_4vars_1ite_unsat.smt2,3.659,43.816,Error: ../smt-lib/QF_LIA/rings/ring_2exp8_4vars_1ite_unsat.smt2 currently lia_generic is not supported 2.6145421069813892,666,2022-05-08 12:33:51
../smt-lib/QF_LIA/wisa/wisa2.smt2,1.485,14.801,Error: ../smt-lib/QF_LIA/wisa/wisa2.smt2 Timeout 300.01129322103225,9800,2022-05-08 12:38:14
../smt-lib/QF_LIA/nec-smt/small/int_from_list/prp-4-19.smt2,0.205,5.150,Error: ../smt-lib/QF_LIA/nec-smt/small/int_from_list/prp-4-19.smt2 Timeout 300.00979218492284,3585,2022-05-08 12:38:03
../smt-lib/QF_LIA/nec-smt/small/int_from_list/prp-6-23.smt2,13.895,15.436,Error: ../smt-lib/QF_LIA/nec-smt/small/int_from_list/prp-6-23.smt2 Timeout 300.0126773089869,10357,2022-05-08 12:38:37
../smt-lib/QF_LIA/nec-smt/small/int_from_list/prp-3-21.smt2,1.015,5.470,Error: ../smt-lib/QF_LIA/nec-smt/small/int_from_list/prp-3-21.smt2 Timeout 300.00374681095127,4049,2022-05-08 12:38:06
../smt-lib/QF_LIA/nec-smt/small/int_from_list/prp-2-17.smt2,0.167,2.367,Error: ../smt-lib/QF_LIA/nec-smt/small/int_from_list/prp-2-17.smt2 Timeout 300.0023308839882,2037,2022-05-08 12:38:00
../smt-lib/QF_LIA/nec-smt/small/int_from_list/prp-3-18.smt2,0.138,4.116,Error: ../smt-lib/QF_LIA/nec-smt/small/int_from_list/prp-3-18.smt2 Timeout 300.004623975954,2730,2022-05-08 12:38:02
../smt-lib/QF_LIA/nec-smt/small/int_from_list/prp-5-21.smt2,1.110,6.070,Error: ../smt-lib/QF_LIA/nec-smt/small/int_from_list/prp-5-21.smt2 Timeout 300.0044695279794,4090,2022-05-08 12:38:07
../smt-lib/QF_LIA/nec-smt/small/int_from_list/prp-5-20.smt2,1.221,4.994,Error: ../smt-lib/QF_LIA/nec-smt/small/int_from_list/prp-5-20.smt2 Timeout 300.0038121630205,4639,2022-05-08 12:38:05
../smt-lib/QF_LIA/nec-smt/small/int_from_list/prp-5-23.smt2,10.376,10.137,Error: ../smt-lib/QF_LIA/nec-smt/small/int_from_list/prp-5-23.smt2 Timeout 300.00763942406047,6509,2022-05-08 12:38:23
../smt-lib/QF_LIA/nec-smt/small/int_from_list/prp-2-19.smt2,0.187,3.763,Error: ../smt-lib/QF_LIA/nec-smt/small/int_from_list/prp-2-19.smt2 Timeout 300.00473027396947,3129,2022-05-08 12:38:01
../smt-lib/QF_LIA/nec-smt/small/int_from_list/prp-3-19.smt2,0.154,4.102,Error: ../smt-lib/QF_LIA/nec-smt/small/int_from_list/prp-3-19.smt2 Timeout 300.003564001061,2473,2022-05-08 12:38:02
../smt-lib/QF_LIA/nec-smt/small/int_from_list/prp-5-22.smt2,4.665,7.936,Error: ../smt-lib/QF_LIA/nec-smt/small/int_from_list/prp-5-22.smt2 Timeout 300.00528394500725,5086,2022-05-08 12:38:13
../smt-lib/QF_LIA/nec-smt/small/int_from_list/prp-3-20.smt2,1.282,4.612,Error: ../smt-lib/QF_LIA/nec-smt/small/int_from_list/prp-3-20.smt2 Timeout 300.0028684049612,3191,2022-05-08 12:38:04
../smt-lib/QF_LIA/nec-smt/small/int_from_list/prp-6-22.smt2,8.405,10.330,Error: ../smt-lib/QF_LIA/nec-smt/small/int_from_list/prp-6-22.smt2 Timeout 300.0083966848906,7487,2022-05-08 12:38:22
../smt-lib/QF_LIA/nec-smt/small/int_from_list/prp-4-21.smt2,4.092,6.880,Error: ../smt-lib/QF_LIA/nec-smt/small/int_from_list/prp-4-21.smt2 Timeout 300.0047774320701,5184,2022-05-08 12:38:11
