FILENAME,STATUS
QF_LIA/rings_preprocessed/ring_2exp14_4vars_2ite_unsat.smt2,RETURN PROOF
QF_LIA/rings_preprocessed/ring_2exp16_4vars_3ite_unsat.smt2,RETURN PROOF
QF_LIA/rings_preprocessed/ring_2exp4_8vars_3ite_unsat.smt2,RETURN PROOF
QF_LIA/rings_preprocessed/ring_2exp4_9vars_2ite_unsat.smt2,RETURN PROOF
QF_LIA/rings_preprocessed/ring_2exp8_3vars_1ite_unsat.smt2,RETURN PROOF
QF_LIA/rings_preprocessed/ring_2exp16_3vars_2ite_unsat.smt2,RETURN PROOF
QF_LIA/rings_preprocessed/ring_2exp4_8vars_0ite_unsat.smt2,RETURN PROOF
QF_LIA/rings_preprocessed/ring_2exp8_3vars_2ite_unsat.smt2,RETURN PROOF
QF_LIA/rings_preprocessed/ring_2exp4_4vars_3ite_unsat.smt2,RETURN PROOF
QF_LIA/rings_preprocessed/ring_2exp10_3vars_1ite_unsat.smt2,RETURN PROOF
QF_LIA/rings_preprocessed/ring_2exp4_7vars_1ite_unsat.smt2,RETURN PROOF
QF_LIA/rings_preprocessed/ring_2exp4_5vars_0ite_unsat.smt2,RETURN PROOF
QF_LIA/rings_preprocessed/ring_2exp4_4vars_0ite_unsat.smt2,RETURN PROOF
QF_LIA/rings_preprocessed/ring_2exp16_4vars_1ite_unsat.smt2,RETURN PROOF
QF_LIA/rings_preprocessed/ring_2exp12_4vars_2ite_unsat.smt2,RETURN PROOF
QF_LIA/rings_preprocessed/ring_2exp14_4vars_3ite_unsat.smt2,RETURN PROOF
QF_LIA/rings_preprocessed/ring_2exp10_5vars_0ite_unsat.smt2,RETURN PROOF
QF_LIA/rings_preprocessed/ring_2exp6_4vars_0ite_unsat.smt2,RETURN PROOF
QF_LIA/rings_preprocessed/ring_2exp14_3vars_2ite_unsat.smt2,RETURN PROOF
QF_LIA/rings_preprocessed/ring_2exp12_8vars_0ite_unsat.smt2,RETURN PROOF
QF_LIA/rings_preprocessed/ring_2exp10_4vars_0ite_unsat.smt2,RETURN PROOF
QF_LIA/rings_preprocessed/ring_2exp6_6vars_0ite_unsat.smt2,RETURN PROOF
QF_LIA/rings_preprocessed/ring_2exp12_5vars_0ite_unsat.smt2,RETURN PROOF
QF_LIA/rings_preprocessed/ring_2exp14_4vars_1ite_unsat.smt2,RETURN PROOF
QF_LIA/rings_preprocessed/ring_2exp4_7vars_2ite_unsat.smt2,RETURN PROOF
QF_LIA/rings_preprocessed/ring_2exp8_9vars_0ite_unsat.smt2,RETURN PROOF
QF_LIA/rings_preprocessed/ring_2exp12_7vars_0ite_unsat.smt2,RETURN PROOF
QF_LIA/rings_preprocessed/ring_2exp6_5vars_1ite_unsat.smt2,RETURN PROOF
QF_LIA/rings_preprocessed/ring_2exp4_4vars_1ite_unsat.smt2,RETURN PROOF
QF_LIA/rings_preprocessed/ring_2exp6_3vars_1ite_unsat.smt2,RETURN PROOF
QF_LIA/rings_preprocessed/ring_2exp16_8vars_0ite_unsat.smt2,RETURN PROOF
QF_LIA/rings_preprocessed/ring_2exp4_9vars_1ite_unsat.smt2,RETURN PROOF
QF_LIA/rings_preprocessed/ring_2exp14_7vars_0ite_unsat.smt2,RETURN PROOF
QF_LIA/rings_preprocessed/ring_2exp8_4vars_3ite_unsat.smt2,RETURN PROOF
QF_LIA/rings_preprocessed/ring_2exp8_4vars_2ite_unsat.smt2,RETURN PROOF
QF_LIA/rings_preprocessed/ring_2exp14_3vars_1ite_unsat.smt2,RETURN PROOF
QF_LIA/rings_preprocessed/ring_2exp8_4vars_1ite_unsat.smt2,RETURN PROOF
