filename,Solve,Parse,Eval,Steps
../smt-lib/QF_UF/2018-Goel-hwbench/QF_UF_firewire_tree.3.prop3_ab_reg_max.smt2,sat,,,
../smt-lib/QF_UF/2018-Goel-hwbench/QF_UF_rether.5.prop1_ab_cti_max.smt2,sat,,,
../smt-lib/QF_UF/2018-Goel-hwbench/QF_UF_pgm_protocol.7.prop5_ab_cti_max.smt2,sat,,,
../smt-lib/QF_UF/2018-Goel-hwbench/QF_UF_eq_sdp_v2_ab_cti_max.smt2,sat,,,
../smt-lib/QF_UF/2018-Goel-hwbench/QF_UF_driving_phils.3.prop1_ab_reg_max.smt2,sat,,,
../smt-lib/QF_UF/2018-Goel-hwbench/QF_UF_peg_solitaire.1.prop1_ab_fp_max.smt2,1.094,8.716,Eval: 6.279.,9765
../smt-lib/QF_UF/2018-Goel-hwbench/QF_UF_needham.3.prop1_ab_reg_max.smt2,0.356,1.052,Eval: 1.807.,36
../smt-lib/QF_UF/2018-Goel-hwbench/QF_UF_peterson.7.prop1_ab_reg_max.smt2,sat,,,
../smt-lib/QF_UF/2018-Goel-hwbench/QF_UF_pgm_protocol.2.prop2_ab_cti_max.smt2,sat,,,
../smt-lib/QF_UF/2018-Goel-hwbench/QF_UF_h_Spinner_ab_reg_max.smt2,0.809,3.926,Eval: 1.034.,59
../smt-lib/QF_UF/2018-Goel-hwbench/QF_UF_firewire_tree.4.prop3_ab_reg_max.smt2,sat,,,
../smt-lib/QF_UF/2018-Goel-hwbench/QF_UF_itc99_b13_ab_reg_max.smt2,sat,,,
../smt-lib/QF_UF/2018-Goel-hwbench/QF_UF_adding.1.prop1_ab_cti_max.smt2,sat,,,
../smt-lib/QF_UF/2018-Goel-hwbench/QF_UF_needham.4.prop4_ab_reg_max.smt2,1.138,5.053,Eval: 1.185.,678
../smt-lib/QF_UF/2018-Goel-hwbench/QF_UF_needham.2.prop3_ab_reg_max.smt2,0.793,5.116,Eval: 1.398.,568
../smt-lib/QF_UF/2018-Goel-hwbench/QF_UF_iprotocol.4.prop1_ab_cti_max.smt2,sat,,,
../smt-lib/QF_UF/2018-Goel-hwbench/QF_UF_protocols.1.prop1_ab_cti_max.smt2,sat,,,
../smt-lib/QF_UF/2018-Goel-hwbench/QF_UF_h_TicTacToe_ab_cti_max.smt2,sat,,,
../smt-lib/QF_UF/2018-Goel-hwbench/QF_UF_bridge.3.prop1_ab_cti_max.smt2,sat,,,
../smt-lib/QF_UF/2018-Goel-hwbench/QF_UF_szymanski.2.prop1_ab_cti_max.smt2,sat,,,
../smt-lib/QF_UF/2018-Goel-hwbench/QF_UF_hanoi.2.prop1_ab_reg_max.smt2,sat,,,
../smt-lib/QF_UF/2018-Goel-hwbench/QF_UF_lann.6.prop1_ab_reg_max.smt2,sat,,,
../smt-lib/QF_UF/2018-Goel-hwbench/QF_UF_lamport_nonatomic.4.prop1_ab_cti_max.smt2,sat,,,
../smt-lib/QF_UF/2018-Goel-hwbench/QF_UF_rether.7.prop1_ab_reg_max.smt2,0.643,2.667,Eval: 1.448.,31
../smt-lib/QF_UF/2018-Goel-hwbench/QF_UF_peg_solitaire.2.prop1_ab_cti_max.smt2,sat,,,
../smt-lib/QF_UF/2018-Goel-hwbench/QF_UF_firewire_tree.1.prop3_ab_cti_max.smt2,sat,,,
../smt-lib/QF_UF/2018-Goel-hwbench/QF_UF_v_Unidec_ab_br_max.smt2,1.324,6.963,Eval: 2.239.,1527
../smt-lib/QF_UF/2018-Goel-hwbench/QF_UF_telephony.5.prop1_ab_reg_max.smt2,0.335,0.867,Eval: 2.034.,31
../smt-lib/QF_UF/2018-Goel-hwbench/QF_UF_krebs.2.prop1_ab_cti_max.smt2,sat,,,
../smt-lib/QF_UF/2018-Goel-hwbench/QF_UF_extinction.4.prop1_ab_cti_max.smt2,sat,,,
../smt-lib/QF_UF/2018-Goel-hwbench/QF_UF_bridge.1.prop1_ab_cti_max.smt2,sat,,,
../smt-lib/QF_UF/2018-Goel-hwbench/QF_UF_bakery.7.prop1_ab_reg_max.smt2,sat,,,
